Order from Day_155. Please deliver 528 units of product P_1. Regards, Store S_1.
Order from Day_155. Please deliver 438 units of product P_4. Regards, Store S_1.
Order from Day_155. Please deliver 466 units of product P_8. Regards, Store S_1.
Order from Day_155. Please deliver 392 units of product P_11. Regards, Store S_1.
Order from Day_155. Please deliver 515 units of product P_12. Regards, Store S_1.
Order from Day_155. Please deliver 460 units of product P_14. Regards, Store S_1.
Order from Day_155. Please deliver 566 units of product P_16. Regards, Store S_1.
Order from Day_155. Please deliver 407 units of product P_17. Regards, Store S_1.
Order from Day_155. Please deliver 392 units of product P_18. Regards, Store S_1.
Order from Day_155. Please deliver 530 units of product P_20. Regards, Store S_1.
Order from Day_155. Please deliver 532 units of product P_21. Regards, Store S_1.
Order from Day_155. Please deliver 478 units of product P_22. Regards, Store S_1.
Order from Day_155. Please deliver 535 units of product P_23. Regards, Store S_1.
Order from Day_155. Please deliver 465 units of product P_24. Regards, Store S_1.
Order from Day_155. Please deliver 477 units of product P_25. Regards, Store S_1.
Order from Day_155. Please deliver 563 units of product P_28. Regards, Store S_1.
