RECEIVER: S_2 | ORDER_PRODUCT: P_1 | ORDER_QTY: 375
RECEIVER: S_2 | ORDER_PRODUCT: P_2 | ORDER_QTY: 303
RECEIVER: S_2 | ORDER_PRODUCT: P_4 | ORDER_QTY: 407
RECEIVER: S_2 | ORDER_PRODUCT: P_5 | ORDER_QTY: 409
RECEIVER: S_2 | ORDER_PRODUCT: P_6 | ORDER_QTY: 447
RECEIVER: S_2 | ORDER_PRODUCT: P_7 | ORDER_QTY: 435
RECEIVER: S_2 | ORDER_PRODUCT: P_9 | ORDER_QTY: 335
RECEIVER: S_2 | ORDER_PRODUCT: P_10 | ORDER_QTY: 351
RECEIVER: S_2 | ORDER_PRODUCT: P_12 | ORDER_QTY: 354
RECEIVER: S_2 | ORDER_PRODUCT: P_13 | ORDER_QTY: 410
RECEIVER: S_2 | ORDER_PRODUCT: P_16 | ORDER_QTY: 350
RECEIVER: S_2 | ORDER_PRODUCT: P_17 | ORDER_QTY: 554
RECEIVER: S_2 | ORDER_PRODUCT: P_18 | ORDER_QTY: 517
RECEIVER: S_2 | ORDER_PRODUCT: P_19 | ORDER_QTY: 482
RECEIVER: S_2 | ORDER_PRODUCT: P_20 | ORDER_QTY: 471
RECEIVER: S_2 | ORDER_PRODUCT: P_21 | ORDER_QTY: 411
RECEIVER: S_2 | ORDER_PRODUCT: P_22 | ORDER_QTY: 402
RECEIVER: S_2 | ORDER_PRODUCT: P_25 | ORDER_QTY: 366
RECEIVER: S_2 | ORDER_PRODUCT: P_26 | ORDER_QTY: 339
RECEIVER: S_2 | ORDER_PRODUCT: P_28 | ORDER_QTY: 411
RECEIVER: S_2 | ORDER_PRODUCT: P_29 | ORDER_QTY: 349
RECEIVER: S_2 | ORDER_PRODUCT: P_30 | ORDER_QTY: 380
