Order from Day_208. Please deliver 174 units of product P_1. Regards, Store S_2.
Order from Day_208. Please deliver 266 units of product P_2. Regards, Store S_2.
Order from Day_208. Please deliver 291 units of product P_3. Regards, Store S_2.
Order from Day_208. Please deliver 115 units of product P_4. Regards, Store S_2.
Order from Day_208. Please deliver 229 units of product P_6. Regards, Store S_2.
Order from Day_208. Please deliver 172 units of product P_7. Regards, Store S_2.
Order from Day_208. Please deliver 207 units of product P_8. Regards, Store S_2.
Order from Day_208. Please deliver 154 units of product P_9. Regards, Store S_2.
Order from Day_208. Please deliver 169 units of product P_10. Regards, Store S_2.
Order from Day_208. Please deliver 215 units of product P_11. Regards, Store S_2.
Order from Day_208. Please deliver 224 units of product P_12. Regards, Store S_2.
Order from Day_208. Please deliver 202 units of product P_13. Regards, Store S_2.
Order from Day_208. Please deliver 219 units of product P_15. Regards, Store S_2.
Order from Day_208. Please deliver 273 units of product P_16. Regards, Store S_2.
Order from Day_208. Please deliver 215 units of product P_19. Regards, Store S_2.
Order from Day_208. Please deliver 246 units of product P_21. Regards, Store S_2.
Order from Day_208. Please deliver 226 units of product P_22. Regards, Store S_2.
Order from Day_208. Please deliver 171 units of product P_23. Regards, Store S_2.
Order from Day_208. Please deliver 228 units of product P_24. Regards, Store S_2.
Order from Day_208. Please deliver 320 units of product P_25. Regards, Store S_2.
Order from Day_208. Please deliver 165 units of product P_26. Regards, Store S_2.
Order from Day_208. Please deliver 115 units of product P_27. Regards, Store S_2.
Order from Day_208. Please deliver 231 units of product P_28. Regards, Store S_2.
Order from Day_208. Please deliver 177 units of product P_29. Regards, Store S_2.
Order from Day_208. Please deliver 284 units of product P_30. Regards, Store S_2.
