Order from Day_141. Please deliver 321 units of product P_1. Regards, Store S_9.
Order from Day_141. Please deliver 531 units of product P_2. Regards, Store S_9.
Order from Day_141. Please deliver 266 units of product P_3. Regards, Store S_9.
Order from Day_141. Please deliver 406 units of product P_6. Regards, Store S_9.
Order from Day_141. Please deliver 399 units of product P_7. Regards, Store S_9.
Order from Day_141. Please deliver 406 units of product P_8. Regards, Store S_9.
Order from Day_141. Please deliver 218 units of product P_9. Regards, Store S_9.
Order from Day_141. Please deliver 448 units of product P_10. Regards, Store S_9.
Order from Day_141. Please deliver 317 units of product P_11. Regards, Store S_9.
Order from Day_141. Please deliver 371 units of product P_12. Regards, Store S_9.
Order from Day_141. Please deliver 248 units of product P_13. Regards, Store S_9.
Order from Day_141. Please deliver 420 units of product P_15. Regards, Store S_9.
Order from Day_141. Please deliver 371 units of product P_16. Regards, Store S_9.
Order from Day_141. Please deliver 455 units of product P_19. Regards, Store S_9.
Order from Day_141. Please deliver 541 units of product P_21. Regards, Store S_9.
Order from Day_141. Please deliver 504 units of product P_22. Regards, Store S_9.
Order from Day_141. Please deliver 379 units of product P_23. Regards, Store S_9.
Order from Day_141. Please deliver 358 units of product P_24. Regards, Store S_9.
Order from Day_141. Please deliver 448 units of product P_25. Regards, Store S_9.
Order from Day_141. Please deliver 215 units of product P_27. Regards, Store S_9.
Order from Day_141. Please deliver 302 units of product P_28. Regards, Store S_9.
Order from Day_141. Please deliver 283 units of product P_29. Regards, Store S_9.
Order from Day_141. Please deliver 504 units of product P_30. Regards, Store S_9.
