RECEIVER: S_2 | ORDER_PRODUCT: P_1 | ORDER_QTY: 320
RECEIVER: S_2 | ORDER_PRODUCT: P_6 | ORDER_QTY: 295
RECEIVER: S_2 | ORDER_PRODUCT: P_7 | ORDER_QTY: 283
RECEIVER: S_2 | ORDER_PRODUCT: P_8 | ORDER_QTY: 352
RECEIVER: S_2 | ORDER_PRODUCT: P_9 | ORDER_QTY: 208
RECEIVER: S_2 | ORDER_PRODUCT: P_11 | ORDER_QTY: 307
RECEIVER: S_2 | ORDER_PRODUCT: P_12 | ORDER_QTY: 277
RECEIVER: S_2 | ORDER_PRODUCT: P_14 | ORDER_QTY: 265
RECEIVER: S_2 | ORDER_PRODUCT: P_16 | ORDER_QTY: 250
RECEIVER: S_2 | ORDER_PRODUCT: P_17 | ORDER_QTY: 367
RECEIVER: S_2 | ORDER_PRODUCT: P_18 | ORDER_QTY: 397
RECEIVER: S_2 | ORDER_PRODUCT: P_20 | ORDER_QTY: 336
RECEIVER: S_2 | ORDER_PRODUCT: P_21 | ORDER_QTY: 288
RECEIVER: S_2 | ORDER_PRODUCT: P_22 | ORDER_QTY: 294
RECEIVER: S_2 | ORDER_PRODUCT: P_23 | ORDER_QTY: 321
RECEIVER: S_2 | ORDER_PRODUCT: P_24 | ORDER_QTY: 297
RECEIVER: S_2 | ORDER_PRODUCT: P_25 | ORDER_QTY: 243
RECEIVER: S_2 | ORDER_PRODUCT: P_28 | ORDER_QTY: 316
RECEIVER: S_2 | ORDER_PRODUCT: P_29 | ORDER_QTY: 313
RECEIVER: S_2 | ORDER_PRODUCT: P_30 | ORDER_QTY: 220
