Order from Day_22. Please deliver 388 units of product P_2. Regards, Store S_8.
Order from Day_22. Please deliver 378 units of product P_4. Regards, Store S_8.
Order from Day_22. Please deliver 310 units of product P_10. Regards, Store S_8.
Order from Day_22. Please deliver 431 units of product P_15. Regards, Store S_8.
Order from Day_22. Please deliver 379 units of product P_16. Regards, Store S_8.
Order from Day_22. Please deliver 474 units of product P_17. Regards, Store S_8.
Order from Day_22. Please deliver 504 units of product P_18. Regards, Store S_8.
Order from Day_22. Please deliver 450 units of product P_20. Regards, Store S_8.
Order from Day_22. Please deliver 429 units of product P_22. Regards, Store S_8.
Order from Day_22. Please deliver 445 units of product P_25. Regards, Store S_8.
Order from Day_22. Please deliver 518 units of product P_27. Regards, Store S_8.
Order from Day_22. Please deliver 492 units of product P_28. Regards, Store S_8.
Order from Day_22. Please deliver 210 units of product P_30. Regards, Store S_8.
