Order from Day_92. Please deliver 377 units of product P_2. Regards, Store S_8.
Order from Day_92. Please deliver 358 units of product P_3. Regards, Store S_8.
Order from Day_92. Please deliver 343 units of product P_5. Regards, Store S_8.
Order from Day_92. Please deliver 375 units of product P_13. Regards, Store S_8.
Order from Day_92. Please deliver 476 units of product P_14. Regards, Store S_8.
Order from Day_92. Please deliver 388 units of product P_16. Regards, Store S_8.
Order from Day_92. Please deliver 546 units of product P_18. Regards, Store S_8.
Order from Day_92. Please deliver 451 units of product P_20. Regards, Store S_8.
Order from Day_92. Please deliver 411 units of product P_21. Regards, Store S_8.
Order from Day_92. Please deliver 436 units of product P_22. Regards, Store S_8.
Order from Day_92. Please deliver 193 units of product P_30. Regards, Store S_8.
