Order from Day_103. Please deliver 638 units of product P_3. Regards, Store S_1.
Order from Day_103. Please deliver 533 units of product P_6. Regards, Store S_1.
Order from Day_103. Please deliver 573 units of product P_9. Regards, Store S_1.
Order from Day_103. Please deliver 523 units of product P_10. Regards, Store S_1.
Order from Day_103. Please deliver 532 units of product P_12. Regards, Store S_1.
Order from Day_103. Please deliver 482 units of product P_14. Regards, Store S_1.
Order from Day_103. Please deliver 616 units of product P_16. Regards, Store S_1.
Order from Day_103. Please deliver 401 units of product P_17. Regards, Store S_1.
Order from Day_103. Please deliver 410 units of product P_18. Regards, Store S_1.
Order from Day_103. Please deliver 530 units of product P_20. Regards, Store S_1.
Order from Day_103. Please deliver 535 units of product P_21. Regards, Store S_1.
Order from Day_103. Please deliver 526 units of product P_22. Regards, Store S_1.
Order from Day_103. Please deliver 530 units of product P_23. Regards, Store S_1.
Order from Day_103. Please deliver 460 units of product P_25. Regards, Store S_1.
Order from Day_103. Please deliver 510 units of product P_26. Regards, Store S_1.
Order from Day_103. Please deliver 567 units of product P_27. Regards, Store S_1.
Order from Day_103. Please deliver 596 units of product P_28. Regards, Store S_1.
Order from Day_103. Please deliver 510 units of product P_30. Regards, Store S_1.
