Order from Day_361. Please deliver 362 units of product P_2. Regards, Store S_6.
Order from Day_361. Please deliver 370 units of product P_3. Regards, Store S_6.
Order from Day_361. Please deliver 224 units of product P_6. Regards, Store S_6.
Order from Day_361. Please deliver 405 units of product P_7. Regards, Store S_6.
Order from Day_361. Please deliver 326 units of product P_8. Regards, Store S_6.
Order from Day_361. Please deliver 134 units of product P_9. Regards, Store S_6.
Order from Day_361. Please deliver 416 units of product P_11. Regards, Store S_6.
Order from Day_361. Please deliver 228 units of product P_12. Regards, Store S_6.
Order from Day_361. Please deliver 443 units of product P_15. Regards, Store S_6.
Order from Day_361. Please deliver 481 units of product P_16. Regards, Store S_6.
Order from Day_361. Please deliver 425 units of product P_19. Regards, Store S_6.
Order from Day_361. Please deliver 535 units of product P_21. Regards, Store S_6.
Order from Day_361. Please deliver 453 units of product P_22. Regards, Store S_6.
Order from Day_361. Please deliver 260 units of product P_23. Regards, Store S_6.
Order from Day_361. Please deliver 500 units of product P_24. Regards, Store S_6.
Order from Day_361. Please deliver 360 units of product P_25. Regards, Store S_6.
Order from Day_361. Please deliver 538 units of product P_30. Regards, Store S_6.
