RECEIVER: S_10 | ORDER_PRODUCT: P_1 | ORDER_QTY: 292
RECEIVER: S_10 | ORDER_PRODUCT: P_2 | ORDER_QTY: 312
RECEIVER: S_10 | ORDER_PRODUCT: P_3 | ORDER_QTY: 395
RECEIVER: S_10 | ORDER_PRODUCT: P_5 | ORDER_QTY: 260
RECEIVER: S_10 | ORDER_PRODUCT: P_6 | ORDER_QTY: 292
RECEIVER: S_10 | ORDER_PRODUCT: P_7 | ORDER_QTY: 388
RECEIVER: S_10 | ORDER_PRODUCT: P_8 | ORDER_QTY: 295
RECEIVER: S_10 | ORDER_PRODUCT: P_9 | ORDER_QTY: 285
RECEIVER: S_10 | ORDER_PRODUCT: P_10 | ORDER_QTY: 383
RECEIVER: S_10 | ORDER_PRODUCT: P_11 | ORDER_QTY: 361
RECEIVER: S_10 | ORDER_PRODUCT: P_12 | ORDER_QTY: 284
RECEIVER: S_10 | ORDER_PRODUCT: P_13 | ORDER_QTY: 211
RECEIVER: S_10 | ORDER_PRODUCT: P_15 | ORDER_QTY: 349
RECEIVER: S_10 | ORDER_PRODUCT: P_16 | ORDER_QTY: 355
RECEIVER: S_10 | ORDER_PRODUCT: P_19 | ORDER_QTY: 328
RECEIVER: S_10 | ORDER_PRODUCT: P_21 | ORDER_QTY: 399
RECEIVER: S_10 | ORDER_PRODUCT: P_22 | ORDER_QTY: 424
RECEIVER: S_10 | ORDER_PRODUCT: P_23 | ORDER_QTY: 196
RECEIVER: S_10 | ORDER_PRODUCT: P_25 | ORDER_QTY: 354
RECEIVER: S_10 | ORDER_PRODUCT: P_26 | ORDER_QTY: 288
RECEIVER: S_10 | ORDER_PRODUCT: P_28 | ORDER_QTY: 250
RECEIVER: S_10 | ORDER_PRODUCT: P_29 | ORDER_QTY: 377
RECEIVER: S_10 | ORDER_PRODUCT: P_30 | ORDER_QTY: 297
