Order from Day_12. Please deliver 414 units of product P_1. Regards, Store S_4.
Order from Day_12. Please deliver 359 units of product P_2. Regards, Store S_4.
Order from Day_12. Please deliver 422 units of product P_3. Regards, Store S_4.
Order from Day_12. Please deliver 440 units of product P_5. Regards, Store S_4.
Order from Day_12. Please deliver 429 units of product P_6. Regards, Store S_4.
Order from Day_12. Please deliver 610 units of product P_7. Regards, Store S_4.
Order from Day_12. Please deliver 644 units of product P_8. Regards, Store S_4.
Order from Day_12. Please deliver 572 units of product P_9. Regards, Store S_4.
Order from Day_12. Please deliver 486 units of product P_10. Regards, Store S_4.
Order from Day_12. Please deliver 446 units of product P_11. Regards, Store S_4.
Order from Day_12. Please deliver 523 units of product P_12. Regards, Store S_4.
Order from Day_12. Please deliver 433 units of product P_13. Regards, Store S_4.
Order from Day_12. Please deliver 426 units of product P_14. Regards, Store S_4.
Order from Day_12. Please deliver 497 units of product P_15. Regards, Store S_4.
Order from Day_12. Please deliver 459 units of product P_16. Regards, Store S_4.
Order from Day_12. Please deliver 219 units of product P_18. Regards, Store S_4.
Order from Day_12. Please deliver 639 units of product P_19. Regards, Store S_4.
Order from Day_12. Please deliver 391 units of product P_20. Regards, Store S_4.
Order from Day_12. Please deliver 488 units of product P_21. Regards, Store S_4.
Order from Day_12. Please deliver 486 units of product P_22. Regards, Store S_4.
Order from Day_12. Please deliver 471 units of product P_23. Regards, Store S_4.
Order from Day_12. Please deliver 411 units of product P_24. Regards, Store S_4.
Order from Day_12. Please deliver 397 units of product P_25. Regards, Store S_4.
Order from Day_12. Please deliver 475 units of product P_26. Regards, Store S_4.
Order from Day_12. Please deliver 513 units of product P_28. Regards, Store S_4.
Order from Day_12. Please deliver 627 units of product P_29. Regards, Store S_4.
Order from Day_12. Please deliver 500 units of product P_30. Regards, Store S_4.
