RECEIVER: S_5 | ORDER_PRODUCT: P_1 | ORDER_QTY: 230
RECEIVER: S_5 | ORDER_PRODUCT: P_2 | ORDER_QTY: 235
RECEIVER: S_5 | ORDER_PRODUCT: P_3 | ORDER_QTY: 320
RECEIVER: S_5 | ORDER_PRODUCT: P_5 | ORDER_QTY: 225
RECEIVER: S_5 | ORDER_PRODUCT: P_6 | ORDER_QTY: 272
RECEIVER: S_5 | ORDER_PRODUCT: P_8 | ORDER_QTY: 217
RECEIVER: S_5 | ORDER_PRODUCT: P_10 | ORDER_QTY: 109
RECEIVER: S_5 | ORDER_PRODUCT: P_12 | ORDER_QTY: 208
RECEIVER: S_5 | ORDER_PRODUCT: P_14 | ORDER_QTY: 200
RECEIVER: S_5 | ORDER_PRODUCT: P_15 | ORDER_QTY: 345
RECEIVER: S_5 | ORDER_PRODUCT: P_16 | ORDER_QTY: 248
RECEIVER: S_5 | ORDER_PRODUCT: P_17 | ORDER_QTY: 194
RECEIVER: S_5 | ORDER_PRODUCT: P_19 | ORDER_QTY: 219
RECEIVER: S_5 | ORDER_PRODUCT: P_21 | ORDER_QTY: 415
RECEIVER: S_5 | ORDER_PRODUCT: P_22 | ORDER_QTY: 385
RECEIVER: S_5 | ORDER_PRODUCT: P_23 | ORDER_QTY: 155
RECEIVER: S_5 | ORDER_PRODUCT: P_24 | ORDER_QTY: 309
RECEIVER: S_5 | ORDER_PRODUCT: P_25 | ORDER_QTY: 341
RECEIVER: S_5 | ORDER_PRODUCT: P_26 | ORDER_QTY: 272
RECEIVER: S_5 | ORDER_PRODUCT: P_27 | ORDER_QTY: 222
RECEIVER: S_5 | ORDER_PRODUCT: P_30 | ORDER_QTY: 277
