Order from Day_175. Please deliver 235 units of product P_3. Regards, Store S_6.
Order from Day_175. Please deliver 176 units of product P_4. Regards, Store S_6.
Order from Day_175. Please deliver 98 units of product P_6. Regards, Store S_6.
Order from Day_175. Please deliver 174 units of product P_8. Regards, Store S_6.
Order from Day_175. Please deliver 170 units of product P_10. Regards, Store S_6.
Order from Day_175. Please deliver 79 units of product P_12. Regards, Store S_6.
Order from Day_175. Please deliver 263 units of product P_15. Regards, Store S_6.
Order from Day_175. Please deliver 298 units of product P_16. Regards, Store S_6.
Order from Day_175. Please deliver 176 units of product P_18. Regards, Store S_6.
Order from Day_175. Please deliver 210 units of product P_19. Regards, Store S_6.
Order from Day_175. Please deliver 281 units of product P_22. Regards, Store S_6.
Order from Day_175. Please deliver 247 units of product P_23. Regards, Store S_6.
Order from Day_175. Please deliver 319 units of product P_24. Regards, Store S_6.
Order from Day_175. Please deliver 327 units of product P_30. Regards, Store S_6.
