RECEIVER: S_10 | ORDER_PRODUCT: P_1 | ORDER_QTY: 228
RECEIVER: S_10 | ORDER_PRODUCT: P_2 | ORDER_QTY: 239
RECEIVER: S_10 | ORDER_PRODUCT: P_3 | ORDER_QTY: 334
RECEIVER: S_10 | ORDER_PRODUCT: P_5 | ORDER_QTY: 304
RECEIVER: S_10 | ORDER_PRODUCT: P_6 | ORDER_QTY: 303
RECEIVER: S_10 | ORDER_PRODUCT: P_7 | ORDER_QTY: 337
RECEIVER: S_10 | ORDER_PRODUCT: P_8 | ORDER_QTY: 211
RECEIVER: S_10 | ORDER_PRODUCT: P_9 | ORDER_QTY: 209
RECEIVER: S_10 | ORDER_PRODUCT: P_10 | ORDER_QTY: 384
RECEIVER: S_10 | ORDER_PRODUCT: P_11 | ORDER_QTY: 272
RECEIVER: S_10 | ORDER_PRODUCT: P_12 | ORDER_QTY: 283
RECEIVER: S_10 | ORDER_PRODUCT: P_13 | ORDER_QTY: 187
RECEIVER: S_10 | ORDER_PRODUCT: P_15 | ORDER_QTY: 364
RECEIVER: S_10 | ORDER_PRODUCT: P_16 | ORDER_QTY: 317
RECEIVER: S_10 | ORDER_PRODUCT: P_19 | ORDER_QTY: 274
RECEIVER: S_10 | ORDER_PRODUCT: P_21 | ORDER_QTY: 373
RECEIVER: S_10 | ORDER_PRODUCT: P_22 | ORDER_QTY: 405
RECEIVER: S_10 | ORDER_PRODUCT: P_23 | ORDER_QTY: 138
RECEIVER: S_10 | ORDER_PRODUCT: P_24 | ORDER_QTY: 297
RECEIVER: S_10 | ORDER_PRODUCT: P_25 | ORDER_QTY: 316
RECEIVER: S_10 | ORDER_PRODUCT: P_26 | ORDER_QTY: 338
RECEIVER: S_10 | ORDER_PRODUCT: P_27 | ORDER_QTY: 234
RECEIVER: S_10 | ORDER_PRODUCT: P_28 | ORDER_QTY: 280
RECEIVER: S_10 | ORDER_PRODUCT: P_29 | ORDER_QTY: 269
RECEIVER: S_10 | ORDER_PRODUCT: P_30 | ORDER_QTY: 288
