RECEIVER: S_8 | ORDER_PRODUCT: P_1 | ORDER_QTY: 209
RECEIVER: S_8 | ORDER_PRODUCT: P_2 | ORDER_QTY: 208
RECEIVER: S_8 | ORDER_PRODUCT: P_3 | ORDER_QTY: 367
RECEIVER: S_8 | ORDER_PRODUCT: P_4 | ORDER_QTY: 181
RECEIVER: S_8 | ORDER_PRODUCT: P_5 | ORDER_QTY: 195
RECEIVER: S_8 | ORDER_PRODUCT: P_6 | ORDER_QTY: 260
RECEIVER: S_8 | ORDER_PRODUCT: P_7 | ORDER_QTY: 313
RECEIVER: S_8 | ORDER_PRODUCT: P_8 | ORDER_QTY: 186
RECEIVER: S_8 | ORDER_PRODUCT: P_9 | ORDER_QTY: 107
RECEIVER: S_8 | ORDER_PRODUCT: P_10 | ORDER_QTY: 219
RECEIVER: S_8 | ORDER_PRODUCT: P_11 | ORDER_QTY: 204
RECEIVER: S_8 | ORDER_PRODUCT: P_12 | ORDER_QTY: 147
RECEIVER: S_8 | ORDER_PRODUCT: P_13 | ORDER_QTY: 194
RECEIVER: S_8 | ORDER_PRODUCT: P_15 | ORDER_QTY: 327
RECEIVER: S_8 | ORDER_PRODUCT: P_16 | ORDER_QTY: 302
RECEIVER: S_8 | ORDER_PRODUCT: P_18 | ORDER_QTY: 151
RECEIVER: S_8 | ORDER_PRODUCT: P_19 | ORDER_QTY: 240
RECEIVER: S_8 | ORDER_PRODUCT: P_20 | ORDER_QTY: 121
RECEIVER: S_8 | ORDER_PRODUCT: P_21 | ORDER_QTY: 445
RECEIVER: S_8 | ORDER_PRODUCT: P_22 | ORDER_QTY: 466
RECEIVER: S_8 | ORDER_PRODUCT: P_23 | ORDER_QTY: 210
RECEIVER: S_8 | ORDER_PRODUCT: P_24 | ORDER_QTY: 337
RECEIVER: S_8 | ORDER_PRODUCT: P_25 | ORDER_QTY: 331
RECEIVER: S_8 | ORDER_PRODUCT: P_26 | ORDER_QTY: 367
RECEIVER: S_8 | ORDER_PRODUCT: P_28 | ORDER_QTY: 254
RECEIVER: S_8 | ORDER_PRODUCT: P_30 | ORDER_QTY: 181
