Order from Day_64. Please deliver 182 units of product P_1. Regards, Store S_2.
Order from Day_64. Please deliver 231 units of product P_2. Regards, Store S_2.
Order from Day_64. Please deliver 374 units of product P_3. Regards, Store S_2.
Order from Day_64. Please deliver 236 units of product P_5. Regards, Store S_2.
Order from Day_64. Please deliver 168 units of product P_6. Regards, Store S_2.
Order from Day_64. Please deliver 211 units of product P_7. Regards, Store S_2.
Order from Day_64. Please deliver 220 units of product P_8. Regards, Store S_2.
Order from Day_64. Please deliver 190 units of product P_9. Regards, Store S_2.
Order from Day_64. Please deliver 206 units of product P_10. Regards, Store S_2.
Order from Day_64. Please deliver 233 units of product P_11. Regards, Store S_2.
Order from Day_64. Please deliver 144 units of product P_12. Regards, Store S_2.
Order from Day_64. Please deliver 206 units of product P_13. Regards, Store S_2.
Order from Day_64. Please deliver 190 units of product P_14. Regards, Store S_2.
Order from Day_64. Please deliver 200 units of product P_15. Regards, Store S_2.
Order from Day_64. Please deliver 290 units of product P_16. Regards, Store S_2.
Order from Day_64. Please deliver 105 units of product P_18. Regards, Store S_2.
Order from Day_64. Please deliver 237 units of product P_19. Regards, Store S_2.
Order from Day_64. Please deliver 314 units of product P_21. Regards, Store S_2.
Order from Day_64. Please deliver 280 units of product P_22. Regards, Store S_2.
Order from Day_64. Please deliver 157 units of product P_23. Regards, Store S_2.
Order from Day_64. Please deliver 235 units of product P_24. Regards, Store S_2.
Order from Day_64. Please deliver 365 units of product P_25. Regards, Store S_2.
Order from Day_64. Please deliver 184 units of product P_26. Regards, Store S_2.
Order from Day_64. Please deliver 166 units of product P_28. Regards, Store S_2.
Order from Day_64. Please deliver 238 units of product P_29. Regards, Store S_2.
Order from Day_64. Please deliver 307 units of product P_30. Regards, Store S_2.
