Order from Day_48. Please deliver 385 units of product P_1. Regards, Store S_9.
Order from Day_48. Please deliver 500 units of product P_2. Regards, Store S_9.
Order from Day_48. Please deliver 228 units of product P_3. Regards, Store S_9.
Order from Day_48. Please deliver 393 units of product P_5. Regards, Store S_9.
Order from Day_48. Please deliver 296 units of product P_6. Regards, Store S_9.
Order from Day_48. Please deliver 301 units of product P_7. Regards, Store S_9.
Order from Day_48. Please deliver 290 units of product P_8. Regards, Store S_9.
Order from Day_48. Please deliver 205 units of product P_9. Regards, Store S_9.
Order from Day_48. Please deliver 338 units of product P_10. Regards, Store S_9.
Order from Day_48. Please deliver 389 units of product P_11. Regards, Store S_9.
Order from Day_48. Please deliver 232 units of product P_12. Regards, Store S_9.
Order from Day_48. Please deliver 278 units of product P_13. Regards, Store S_9.
Order from Day_48. Please deliver 385 units of product P_15. Regards, Store S_9.
Order from Day_48. Please deliver 369 units of product P_16. Regards, Store S_9.
Order from Day_48. Please deliver 381 units of product P_19. Regards, Store S_9.
Order from Day_48. Please deliver 302 units of product P_20. Regards, Store S_9.
Order from Day_48. Please deliver 557 units of product P_21. Regards, Store S_9.
Order from Day_48. Please deliver 493 units of product P_22. Regards, Store S_9.
Order from Day_48. Please deliver 344 units of product P_23. Regards, Store S_9.
Order from Day_48. Please deliver 395 units of product P_24. Regards, Store S_9.
Order from Day_48. Please deliver 422 units of product P_25. Regards, Store S_9.
Order from Day_48. Please deliver 306 units of product P_26. Regards, Store S_9.
Order from Day_48. Please deliver 213 units of product P_27. Regards, Store S_9.
Order from Day_48. Please deliver 359 units of product P_28. Regards, Store S_9.
Order from Day_48. Please deliver 469 units of product P_29. Regards, Store S_9.
Order from Day_48. Please deliver 485 units of product P_30. Regards, Store S_9.
