Order from Day_181. Please deliver 451 units of product P_2. Regards, Store S_9.
Order from Day_181. Please deliver 237 units of product P_6. Regards, Store S_9.
Order from Day_181. Please deliver 210 units of product P_7. Regards, Store S_9.
Order from Day_181. Please deliver 207 units of product P_8. Regards, Store S_9.
Order from Day_181. Please deliver 258 units of product P_10. Regards, Store S_9.
Order from Day_181. Please deliver 172 units of product P_12. Regards, Store S_9.
Order from Day_181. Please deliver 137 units of product P_14. Regards, Store S_9.
Order from Day_181. Please deliver 335 units of product P_15. Regards, Store S_9.
Order from Day_181. Please deliver 252 units of product P_16. Regards, Store S_9.
Order from Day_181. Please deliver 130 units of product P_18. Regards, Store S_9.
Order from Day_181. Please deliver 300 units of product P_19. Regards, Store S_9.
Order from Day_181. Please deliver 387 units of product P_21. Regards, Store S_9.
Order from Day_181. Please deliver 378 units of product P_22. Regards, Store S_9.
Order from Day_181. Please deliver 289 units of product P_24. Regards, Store S_9.
Order from Day_181. Please deliver 329 units of product P_29. Regards, Store S_9.
Order from Day_181. Please deliver 341 units of product P_30. Regards, Store S_9.
