Order from Day_219. Please deliver 224 units of product P_1. Regards, Store S_2.
Order from Day_219. Please deliver 314 units of product P_2. Regards, Store S_2.
Order from Day_219. Please deliver 279 units of product P_3. Regards, Store S_2.
Order from Day_219. Please deliver 273 units of product P_5. Regards, Store S_2.
Order from Day_219. Please deliver 285 units of product P_6. Regards, Store S_2.
Order from Day_219. Please deliver 219 units of product P_7. Regards, Store S_2.
Order from Day_219. Please deliver 264 units of product P_8. Regards, Store S_2.
Order from Day_219. Please deliver 216 units of product P_9. Regards, Store S_2.
Order from Day_219. Please deliver 232 units of product P_10. Regards, Store S_2.
Order from Day_219. Please deliver 272 units of product P_11. Regards, Store S_2.
Order from Day_219. Please deliver 269 units of product P_12. Regards, Store S_2.
Order from Day_219. Please deliver 188 units of product P_13. Regards, Store S_2.
Order from Day_219. Please deliver 264 units of product P_15. Regards, Store S_2.
Order from Day_219. Please deliver 306 units of product P_16. Regards, Store S_2.
Order from Day_219. Please deliver 128 units of product P_18. Regards, Store S_2.
Order from Day_219. Please deliver 236 units of product P_19. Regards, Store S_2.
Order from Day_219. Please deliver 271 units of product P_21. Regards, Store S_2.
Order from Day_219. Please deliver 259 units of product P_22. Regards, Store S_2.
Order from Day_219. Please deliver 272 units of product P_23. Regards, Store S_2.
Order from Day_219. Please deliver 312 units of product P_24. Regards, Store S_2.
Order from Day_219. Please deliver 318 units of product P_25. Regards, Store S_2.
Order from Day_219. Please deliver 275 units of product P_26. Regards, Store S_2.
Order from Day_219. Please deliver 246 units of product P_28. Regards, Store S_2.
Order from Day_219. Please deliver 388 units of product P_30. Regards, Store S_2.
