Order from Day_247. Please deliver 192 units of product P_1. Regards, Store S_4.
Order from Day_247. Please deliver 277 units of product P_2. Regards, Store S_4.
Order from Day_247. Please deliver 285 units of product P_3. Regards, Store S_4.
Order from Day_247. Please deliver 280 units of product P_5. Regards, Store S_4.
Order from Day_247. Please deliver 259 units of product P_6. Regards, Store S_4.
Order from Day_247. Please deliver 346 units of product P_7. Regards, Store S_4.
Order from Day_247. Please deliver 279 units of product P_8. Regards, Store S_4.
Order from Day_247. Please deliver 270 units of product P_10. Regards, Store S_4.
Order from Day_247. Please deliver 265 units of product P_11. Regards, Store S_4.
Order from Day_247. Please deliver 300 units of product P_12. Regards, Store S_4.
Order from Day_247. Please deliver 222 units of product P_13. Regards, Store S_4.
Order from Day_247. Please deliver 390 units of product P_15. Regards, Store S_4.
Order from Day_247. Please deliver 302 units of product P_16. Regards, Store S_4.
Order from Day_247. Please deliver 408 units of product P_19. Regards, Store S_4.
Order from Day_247. Please deliver 411 units of product P_21. Regards, Store S_4.
Order from Day_247. Please deliver 403 units of product P_22. Regards, Store S_4.
Order from Day_247. Please deliver 236 units of product P_24. Regards, Store S_4.
Order from Day_247. Please deliver 308 units of product P_25. Regards, Store S_4.
Order from Day_247. Please deliver 321 units of product P_26. Regards, Store S_4.
Order from Day_247. Please deliver 346 units of product P_29. Regards, Store S_4.
Order from Day_247. Please deliver 336 units of product P_30. Regards, Store S_4.
