Order from Day_330. Please deliver 350 units of product P_1. Regards, Store S_9.
Order from Day_330. Please deliver 463 units of product P_2. Regards, Store S_9.
Order from Day_330. Please deliver 271 units of product P_6. Regards, Store S_9.
Order from Day_330. Please deliver 234 units of product P_7. Regards, Store S_9.
Order from Day_330. Please deliver 221 units of product P_8. Regards, Store S_9.
Order from Day_330. Please deliver 222 units of product P_9. Regards, Store S_9.
Order from Day_330. Please deliver 278 units of product P_10. Regards, Store S_9.
Order from Day_330. Please deliver 158 units of product P_12. Regards, Store S_9.
Order from Day_330. Please deliver 206 units of product P_13. Regards, Store S_9.
Order from Day_330. Please deliver 165 units of product P_14. Regards, Store S_9.
Order from Day_330. Please deliver 354 units of product P_15. Regards, Store S_9.
Order from Day_330. Please deliver 269 units of product P_16. Regards, Store S_9.
Order from Day_330. Please deliver 248 units of product P_17. Regards, Store S_9.
Order from Day_330. Please deliver 375 units of product P_19. Regards, Store S_9.
Order from Day_330. Please deliver 196 units of product P_20. Regards, Store S_9.
Order from Day_330. Please deliver 536 units of product P_21. Regards, Store S_9.
Order from Day_330. Please deliver 485 units of product P_22. Regards, Store S_9.
Order from Day_330. Please deliver 216 units of product P_23. Regards, Store S_9.
Order from Day_330. Please deliver 330 units of product P_24. Regards, Store S_9.
Order from Day_330. Please deliver 379 units of product P_25. Regards, Store S_9.
Order from Day_330. Please deliver 264 units of product P_29. Regards, Store S_9.
Order from Day_330. Please deliver 413 units of product P_30. Regards, Store S_9.
