Order from Day_300. Please deliver 478 units of product P_1. Regards, Store S_9.
Order from Day_300. Please deliver 568 units of product P_2. Regards, Store S_9.
Order from Day_300. Please deliver 257 units of product P_3. Regards, Store S_9.
Order from Day_300. Please deliver 335 units of product P_5. Regards, Store S_9.
Order from Day_300. Please deliver 390 units of product P_6. Regards, Store S_9.
Order from Day_300. Please deliver 382 units of product P_7. Regards, Store S_9.
Order from Day_300. Please deliver 381 units of product P_8. Regards, Store S_9.
Order from Day_300. Please deliver 344 units of product P_9. Regards, Store S_9.
Order from Day_300. Please deliver 425 units of product P_10. Regards, Store S_9.
Order from Day_300. Please deliver 419 units of product P_11. Regards, Store S_9.
Order from Day_300. Please deliver 336 units of product P_12. Regards, Store S_9.
Order from Day_300. Please deliver 329 units of product P_13. Regards, Store S_9.
Order from Day_300. Please deliver 408 units of product P_15. Regards, Store S_9.
Order from Day_300. Please deliver 413 units of product P_16. Regards, Store S_9.
Order from Day_300. Please deliver 435 units of product P_19. Regards, Store S_9.
Order from Day_300. Please deliver 233 units of product P_20. Regards, Store S_9.
Order from Day_300. Please deliver 555 units of product P_21. Regards, Store S_9.
Order from Day_300. Please deliver 498 units of product P_22. Regards, Store S_9.
Order from Day_300. Please deliver 351 units of product P_23. Regards, Store S_9.
Order from Day_300. Please deliver 434 units of product P_24. Regards, Store S_9.
Order from Day_300. Please deliver 459 units of product P_25. Regards, Store S_9.
Order from Day_300. Please deliver 429 units of product P_26. Regards, Store S_9.
Order from Day_300. Please deliver 444 units of product P_28. Regards, Store S_9.
Order from Day_300. Please deliver 446 units of product P_29. Regards, Store S_9.
Order from Day_300. Please deliver 529 units of product P_30. Regards, Store S_9.
