Order from Day_41. Please deliver 298 units of product P_1. Regards, Store S_9.
Order from Day_41. Please deliver 453 units of product P_2. Regards, Store S_9.
Order from Day_41. Please deliver 165 units of product P_3. Regards, Store S_9.
Order from Day_41. Please deliver 240 units of product P_4. Regards, Store S_9.
Order from Day_41. Please deliver 299 units of product P_5. Regards, Store S_9.
Order from Day_41. Please deliver 222 units of product P_6. Regards, Store S_9.
Order from Day_41. Please deliver 226 units of product P_7. Regards, Store S_9.
Order from Day_41. Please deliver 242 units of product P_8. Regards, Store S_9.
Order from Day_41. Please deliver 282 units of product P_10. Regards, Store S_9.
Order from Day_41. Please deliver 321 units of product P_11. Regards, Store S_9.
Order from Day_41. Please deliver 140 units of product P_12. Regards, Store S_9.
Order from Day_41. Please deliver 213 units of product P_13. Regards, Store S_9.
Order from Day_41. Please deliver 329 units of product P_15. Regards, Store S_9.
Order from Day_41. Please deliver 308 units of product P_16. Regards, Store S_9.
Order from Day_41. Please deliver 297 units of product P_17. Regards, Store S_9.
Order from Day_41. Please deliver 159 units of product P_18. Regards, Store S_9.
Order from Day_41. Please deliver 308 units of product P_19. Regards, Store S_9.
Order from Day_41. Please deliver 542 units of product P_21. Regards, Store S_9.
Order from Day_41. Please deliver 484 units of product P_22. Regards, Store S_9.
Order from Day_41. Please deliver 286 units of product P_23. Regards, Store S_9.
Order from Day_41. Please deliver 360 units of product P_24. Regards, Store S_9.
Order from Day_41. Please deliver 419 units of product P_25. Regards, Store S_9.
Order from Day_41. Please deliver 180 units of product P_27. Regards, Store S_9.
Order from Day_41. Please deliver 228 units of product P_28. Regards, Store S_9.
Order from Day_41. Please deliver 340 units of product P_29. Regards, Store S_9.
Order from Day_41. Please deliver 441 units of product P_30. Regards, Store S_9.
