Order from Day_45. Please deliver 178 units of product P_1. Regards, Store S_2.
Order from Day_45. Please deliver 247 units of product P_2. Regards, Store S_2.
Order from Day_45. Please deliver 340 units of product P_3. Regards, Store S_2.
Order from Day_45. Please deliver 207 units of product P_5. Regards, Store S_2.
Order from Day_45. Please deliver 163 units of product P_6. Regards, Store S_2.
Order from Day_45. Please deliver 157 units of product P_7. Regards, Store S_2.
Order from Day_45. Please deliver 194 units of product P_8. Regards, Store S_2.
Order from Day_45. Please deliver 192 units of product P_9. Regards, Store S_2.
Order from Day_45. Please deliver 168 units of product P_10. Regards, Store S_2.
Order from Day_45. Please deliver 165 units of product P_12. Regards, Store S_2.
Order from Day_45. Please deliver 184 units of product P_13. Regards, Store S_2.
Order from Day_45. Please deliver 173 units of product P_14. Regards, Store S_2.
Order from Day_45. Please deliver 212 units of product P_15. Regards, Store S_2.
Order from Day_45. Please deliver 278 units of product P_16. Regards, Store S_2.
Order from Day_45. Please deliver 216 units of product P_19. Regards, Store S_2.
Order from Day_45. Please deliver 115 units of product P_20. Regards, Store S_2.
Order from Day_45. Please deliver 323 units of product P_21. Regards, Store S_2.
Order from Day_45. Please deliver 276 units of product P_22. Regards, Store S_2.
Order from Day_45. Please deliver 108 units of product P_23. Regards, Store S_2.
Order from Day_45. Please deliver 206 units of product P_24. Regards, Store S_2.
Order from Day_45. Please deliver 368 units of product P_25. Regards, Store S_2.
Order from Day_45. Please deliver 191 units of product P_26. Regards, Store S_2.
Order from Day_45. Please deliver 147 units of product P_28. Regards, Store S_2.
Order from Day_45. Please deliver 236 units of product P_29. Regards, Store S_2.
Order from Day_45. Please deliver 346 units of product P_30. Regards, Store S_2.
