RECEIVER: S_8 | ORDER_PRODUCT: P_1 | ORDER_QTY: 312
RECEIVER: S_8 | ORDER_PRODUCT: P_2 | ORDER_QTY: 307
RECEIVER: S_8 | ORDER_PRODUCT: P_3 | ORDER_QTY: 448
RECEIVER: S_8 | ORDER_PRODUCT: P_5 | ORDER_QTY: 222
RECEIVER: S_8 | ORDER_PRODUCT: P_6 | ORDER_QTY: 398
RECEIVER: S_8 | ORDER_PRODUCT: P_7 | ORDER_QTY: 453
RECEIVER: S_8 | ORDER_PRODUCT: P_8 | ORDER_QTY: 373
RECEIVER: S_8 | ORDER_PRODUCT: P_9 | ORDER_QTY: 189
RECEIVER: S_8 | ORDER_PRODUCT: P_10 | ORDER_QTY: 330
RECEIVER: S_8 | ORDER_PRODUCT: P_11 | ORDER_QTY: 228
RECEIVER: S_8 | ORDER_PRODUCT: P_12 | ORDER_QTY: 344
RECEIVER: S_8 | ORDER_PRODUCT: P_13 | ORDER_QTY: 271
RECEIVER: S_8 | ORDER_PRODUCT: P_15 | ORDER_QTY: 406
RECEIVER: S_8 | ORDER_PRODUCT: P_16 | ORDER_QTY: 380
RECEIVER: S_8 | ORDER_PRODUCT: P_17 | ORDER_QTY: 202
RECEIVER: S_8 | ORDER_PRODUCT: P_19 | ORDER_QTY: 343
RECEIVER: S_8 | ORDER_PRODUCT: P_20 | ORDER_QTY: 150
RECEIVER: S_8 | ORDER_PRODUCT: P_21 | ORDER_QTY: 490
RECEIVER: S_8 | ORDER_PRODUCT: P_22 | ORDER_QTY: 570
RECEIVER: S_8 | ORDER_PRODUCT: P_24 | ORDER_QTY: 432
RECEIVER: S_8 | ORDER_PRODUCT: P_25 | ORDER_QTY: 416
RECEIVER: S_8 | ORDER_PRODUCT: P_28 | ORDER_QTY: 268
RECEIVER: S_8 | ORDER_PRODUCT: P_29 | ORDER_QTY: 158
RECEIVER: S_8 | ORDER_PRODUCT: P_30 | ORDER_QTY: 263
