Order from Day_301. Please deliver 203 units of product P_1. Regards, Store S_2.
Order from Day_301. Please deliver 282 units of product P_2. Regards, Store S_2.
Order from Day_301. Please deliver 345 units of product P_3. Regards, Store S_2.
Order from Day_301. Please deliver 259 units of product P_5. Regards, Store S_2.
Order from Day_301. Please deliver 167 units of product P_6. Regards, Store S_2.
Order from Day_301. Please deliver 158 units of product P_7. Regards, Store S_2.
Order from Day_301. Please deliver 192 units of product P_8. Regards, Store S_2.
Order from Day_301. Please deliver 217 units of product P_9. Regards, Store S_2.
Order from Day_301. Please deliver 191 units of product P_10. Regards, Store S_2.
Order from Day_301. Please deliver 195 units of product P_11. Regards, Store S_2.
Order from Day_301. Please deliver 158 units of product P_12. Regards, Store S_2.
Order from Day_301. Please deliver 185 units of product P_13. Regards, Store S_2.
Order from Day_301. Please deliver 201 units of product P_14. Regards, Store S_2.
Order from Day_301. Please deliver 212 units of product P_15. Regards, Store S_2.
Order from Day_301. Please deliver 289 units of product P_16. Regards, Store S_2.
Order from Day_301. Please deliver 158 units of product P_17. Regards, Store S_2.
Order from Day_301. Please deliver 147 units of product P_18. Regards, Store S_2.
Order from Day_301. Please deliver 258 units of product P_19. Regards, Store S_2.
Order from Day_301. Please deliver 339 units of product P_21. Regards, Store S_2.
Order from Day_301. Please deliver 276 units of product P_22. Regards, Store S_2.
Order from Day_301. Please deliver 188 units of product P_23. Regards, Store S_2.
Order from Day_301. Please deliver 255 units of product P_24. Regards, Store S_2.
Order from Day_301. Please deliver 371 units of product P_25. Regards, Store S_2.
Order from Day_301. Please deliver 161 units of product P_27. Regards, Store S_2.
Order from Day_301. Please deliver 214 units of product P_28. Regards, Store S_2.
Order from Day_301. Please deliver 212 units of product P_29. Regards, Store S_2.
Order from Day_301. Please deliver 374 units of product P_30. Regards, Store S_2.
