Order from Day_250. Please deliver 174 units of product P_1. Regards, Store S_2.
Order from Day_250. Please deliver 247 units of product P_2. Regards, Store S_2.
Order from Day_250. Please deliver 349 units of product P_3. Regards, Store S_2.
Order from Day_250. Please deliver 186 units of product P_5. Regards, Store S_2.
Order from Day_250. Please deliver 191 units of product P_6. Regards, Store S_2.
Order from Day_250. Please deliver 172 units of product P_7. Regards, Store S_2.
Order from Day_250. Please deliver 206 units of product P_8. Regards, Store S_2.
Order from Day_250. Please deliver 174 units of product P_10. Regards, Store S_2.
Order from Day_250. Please deliver 168 units of product P_11. Regards, Store S_2.
Order from Day_250. Please deliver 179 units of product P_12. Regards, Store S_2.
Order from Day_250. Please deliver 228 units of product P_13. Regards, Store S_2.
Order from Day_250. Please deliver 216 units of product P_15. Regards, Store S_2.
Order from Day_250. Please deliver 281 units of product P_16. Regards, Store S_2.
Order from Day_250. Please deliver 208 units of product P_19. Regards, Store S_2.
Order from Day_250. Please deliver 321 units of product P_21. Regards, Store S_2.
Order from Day_250. Please deliver 272 units of product P_22. Regards, Store S_2.
Order from Day_250. Please deliver 305 units of product P_24. Regards, Store S_2.
Order from Day_250. Please deliver 351 units of product P_25. Regards, Store S_2.
Order from Day_250. Please deliver 152 units of product P_26. Regards, Store S_2.
Order from Day_250. Please deliver 237 units of product P_29. Regards, Store S_2.
Order from Day_250. Please deliver 365 units of product P_30. Regards, Store S_2.
