RECEIVER: S_8 | ORDER_PRODUCT: P_1 | ORDER_QTY: 410
RECEIVER: S_8 | ORDER_PRODUCT: P_2 | ORDER_QTY: 422
RECEIVER: S_8 | ORDER_PRODUCT: P_3 | ORDER_QTY: 519
RECEIVER: S_8 | ORDER_PRODUCT: P_5 | ORDER_QTY: 350
RECEIVER: S_8 | ORDER_PRODUCT: P_6 | ORDER_QTY: 458
RECEIVER: S_8 | ORDER_PRODUCT: P_7 | ORDER_QTY: 573
RECEIVER: S_8 | ORDER_PRODUCT: P_8 | ORDER_QTY: 497
RECEIVER: S_8 | ORDER_PRODUCT: P_9 | ORDER_QTY: 364
RECEIVER: S_8 | ORDER_PRODUCT: P_10 | ORDER_QTY: 361
RECEIVER: S_8 | ORDER_PRODUCT: P_11 | ORDER_QTY: 419
RECEIVER: S_8 | ORDER_PRODUCT: P_12 | ORDER_QTY: 388
RECEIVER: S_8 | ORDER_PRODUCT: P_13 | ORDER_QTY: 384
RECEIVER: S_8 | ORDER_PRODUCT: P_14 | ORDER_QTY: 313
RECEIVER: S_8 | ORDER_PRODUCT: P_15 | ORDER_QTY: 481
RECEIVER: S_8 | ORDER_PRODUCT: P_16 | ORDER_QTY: 449
RECEIVER: S_8 | ORDER_PRODUCT: P_19 | ORDER_QTY: 436
RECEIVER: S_8 | ORDER_PRODUCT: P_20 | ORDER_QTY: 448
RECEIVER: S_8 | ORDER_PRODUCT: P_21 | ORDER_QTY: 536
RECEIVER: S_8 | ORDER_PRODUCT: P_22 | ORDER_QTY: 646
RECEIVER: S_8 | ORDER_PRODUCT: P_23 | ORDER_QTY: 357
RECEIVER: S_8 | ORDER_PRODUCT: P_24 | ORDER_QTY: 534
RECEIVER: S_8 | ORDER_PRODUCT: P_25 | ORDER_QTY: 486
RECEIVER: S_8 | ORDER_PRODUCT: P_26 | ORDER_QTY: 628
RECEIVER: S_8 | ORDER_PRODUCT: P_27 | ORDER_QTY: 397
RECEIVER: S_8 | ORDER_PRODUCT: P_28 | ORDER_QTY: 509
RECEIVER: S_8 | ORDER_PRODUCT: P_29 | ORDER_QTY: 420
RECEIVER: S_8 | ORDER_PRODUCT: P_30 | ORDER_QTY: 396
