Order from Day_141. Please deliver 178 units of product P_1. Regards, Store S_6.
Order from Day_141. Please deliver 259 units of product P_2. Regards, Store S_6.
Order from Day_141. Please deliver 324 units of product P_3. Regards, Store S_6.
Order from Day_141. Please deliver 246 units of product P_5. Regards, Store S_6.
Order from Day_141. Please deliver 145 units of product P_6. Regards, Store S_6.
Order from Day_141. Please deliver 285 units of product P_7. Regards, Store S_6.
Order from Day_141. Please deliver 196 units of product P_8. Regards, Store S_6.
Order from Day_141. Please deliver 193 units of product P_10. Regards, Store S_6.
Order from Day_141. Please deliver 305 units of product P_11. Regards, Store S_6.
Order from Day_141. Please deliver 126 units of product P_12. Regards, Store S_6.
Order from Day_141. Please deliver 182 units of product P_13. Regards, Store S_6.
Order from Day_141. Please deliver 303 units of product P_15. Regards, Store S_6.
Order from Day_141. Please deliver 410 units of product P_16. Regards, Store S_6.
Order from Day_141. Please deliver 172 units of product P_17. Regards, Store S_6.
Order from Day_141. Please deliver 268 units of product P_19. Regards, Store S_6.
Order from Day_141. Please deliver 237 units of product P_20. Regards, Store S_6.
Order from Day_141. Please deliver 439 units of product P_21. Regards, Store S_6.
Order from Day_141. Please deliver 361 units of product P_22. Regards, Store S_6.
Order from Day_141. Please deliver 161 units of product P_23. Regards, Store S_6.
Order from Day_141. Please deliver 447 units of product P_24. Regards, Store S_6.
Order from Day_141. Please deliver 310 units of product P_25. Regards, Store S_6.
Order from Day_141. Please deliver 259 units of product P_26. Regards, Store S_6.
Order from Day_141. Please deliver 201 units of product P_27. Regards, Store S_6.
Order from Day_141. Please deliver 220 units of product P_28. Regards, Store S_6.
Order from Day_141. Please deliver 208 units of product P_29. Regards, Store S_6.
Order from Day_141. Please deliver 384 units of product P_30. Regards, Store S_6.
