Order from Day_52. Please deliver 284 units of product P_1. Regards, Store S_6.
Order from Day_52. Please deliver 333 units of product P_2. Regards, Store S_6.
Order from Day_52. Please deliver 392 units of product P_3. Regards, Store S_6.
Order from Day_52. Please deliver 354 units of product P_5. Regards, Store S_6.
Order from Day_52. Please deliver 367 units of product P_6. Regards, Store S_6.
Order from Day_52. Please deliver 464 units of product P_7. Regards, Store S_6.
Order from Day_52. Please deliver 393 units of product P_8. Regards, Store S_6.
Order from Day_52. Please deliver 212 units of product P_9. Regards, Store S_6.
Order from Day_52. Please deliver 393 units of product P_10. Regards, Store S_6.
Order from Day_52. Please deliver 347 units of product P_11. Regards, Store S_6.
Order from Day_52. Please deliver 398 units of product P_12. Regards, Store S_6.
Order from Day_52. Please deliver 272 units of product P_13. Regards, Store S_6.
Order from Day_52. Please deliver 150 units of product P_14. Regards, Store S_6.
Order from Day_52. Please deliver 376 units of product P_15. Regards, Store S_6.
Order from Day_52. Please deliver 496 units of product P_16. Regards, Store S_6.
Order from Day_52. Please deliver 214 units of product P_17. Regards, Store S_6.
Order from Day_52. Please deliver 400 units of product P_19. Regards, Store S_6.
Order from Day_52. Please deliver 229 units of product P_20. Regards, Store S_6.
Order from Day_52. Please deliver 448 units of product P_21. Regards, Store S_6.
Order from Day_52. Please deliver 361 units of product P_22. Regards, Store S_6.
Order from Day_52. Please deliver 450 units of product P_23. Regards, Store S_6.
Order from Day_52. Please deliver 505 units of product P_24. Regards, Store S_6.
Order from Day_52. Please deliver 411 units of product P_25. Regards, Store S_6.
Order from Day_52. Please deliver 193 units of product P_27. Regards, Store S_6.
Order from Day_52. Please deliver 291 units of product P_28. Regards, Store S_6.
Order from Day_52. Please deliver 354 units of product P_29. Regards, Store S_6.
Order from Day_52. Please deliver 436 units of product P_30. Regards, Store S_6.
