Order from Day_116. Please deliver 190 units of product P_1. Regards, Store S_6.
Order from Day_116. Please deliver 263 units of product P_2. Regards, Store S_6.
Order from Day_116. Please deliver 329 units of product P_3. Regards, Store S_6.
Order from Day_116. Please deliver 170 units of product P_4. Regards, Store S_6.
Order from Day_116. Please deliver 267 units of product P_5. Regards, Store S_6.
Order from Day_116. Please deliver 266 units of product P_6. Regards, Store S_6.
Order from Day_116. Please deliver 364 units of product P_7. Regards, Store S_6.
Order from Day_116. Please deliver 275 units of product P_8. Regards, Store S_6.
Order from Day_116. Please deliver 298 units of product P_9. Regards, Store S_6.
Order from Day_116. Please deliver 263 units of product P_10. Regards, Store S_6.
Order from Day_116. Please deliver 314 units of product P_11. Regards, Store S_6.
Order from Day_116. Please deliver 305 units of product P_12. Regards, Store S_6.
Order from Day_116. Please deliver 179 units of product P_13. Regards, Store S_6.
Order from Day_116. Please deliver 145 units of product P_14. Regards, Store S_6.
Order from Day_116. Please deliver 315 units of product P_15. Regards, Store S_6.
Order from Day_116. Please deliver 425 units of product P_16. Regards, Store S_6.
Order from Day_116. Please deliver 240 units of product P_17. Regards, Store S_6.
Order from Day_116. Please deliver 198 units of product P_18. Regards, Store S_6.
Order from Day_116. Please deliver 308 units of product P_19. Regards, Store S_6.
Order from Day_116. Please deliver 155 units of product P_20. Regards, Store S_6.
Order from Day_116. Please deliver 440 units of product P_21. Regards, Store S_6.
Order from Day_116. Please deliver 355 units of product P_22. Regards, Store S_6.
Order from Day_116. Please deliver 243 units of product P_23. Regards, Store S_6.
Order from Day_116. Please deliver 457 units of product P_24. Regards, Store S_6.
Order from Day_116. Please deliver 323 units of product P_25. Regards, Store S_6.
Order from Day_116. Please deliver 230 units of product P_26. Regards, Store S_6.
Order from Day_116. Please deliver 190 units of product P_27. Regards, Store S_6.
Order from Day_116. Please deliver 229 units of product P_28. Regards, Store S_6.
Order from Day_116. Please deliver 405 units of product P_30. Regards, Store S_6.
