Order from Day_81. Please deliver 172 units of product P_1. Regards, Store S_2.
Order from Day_81. Please deliver 234 units of product P_2. Regards, Store S_2.
Order from Day_81. Please deliver 338 units of product P_3. Regards, Store S_2.
Order from Day_81. Please deliver 223 units of product P_6. Regards, Store S_2.
Order from Day_81. Please deliver 188 units of product P_7. Regards, Store S_2.
Order from Day_81. Please deliver 197 units of product P_8. Regards, Store S_2.
Order from Day_81. Please deliver 155 units of product P_9. Regards, Store S_2.
Order from Day_81. Please deliver 168 units of product P_10. Regards, Store S_2.
Order from Day_81. Please deliver 177 units of product P_11. Regards, Store S_2.
Order from Day_81. Please deliver 210 units of product P_12. Regards, Store S_2.
Order from Day_81. Please deliver 225 units of product P_13. Regards, Store S_2.
Order from Day_81. Please deliver 221 units of product P_15. Regards, Store S_2.
Order from Day_81. Please deliver 290 units of product P_16. Regards, Store S_2.
Order from Day_81. Please deliver 211 units of product P_19. Regards, Store S_2.
Order from Day_81. Please deliver 99 units of product P_20. Regards, Store S_2.
Order from Day_81. Please deliver 328 units of product P_21. Regards, Store S_2.
Order from Day_81. Please deliver 280 units of product P_22. Regards, Store S_2.
Order from Day_81. Please deliver 139 units of product P_23. Regards, Store S_2.
Order from Day_81. Please deliver 243 units of product P_24. Regards, Store S_2.
Order from Day_81. Please deliver 369 units of product P_25. Regards, Store S_2.
Order from Day_81. Please deliver 198 units of product P_26. Regards, Store S_2.
Order from Day_81. Please deliver 390 units of product P_30. Regards, Store S_2.
