Order from Day_45. Please deliver 164 units of product P_1. Regards, Store S_6.
Order from Day_45. Please deliver 289 units of product P_2. Regards, Store S_6.
Order from Day_45. Please deliver 365 units of product P_3. Regards, Store S_6.
Order from Day_45. Please deliver 233 units of product P_5. Regards, Store S_6.
Order from Day_45. Please deliver 319 units of product P_6. Regards, Store S_6.
Order from Day_45. Please deliver 421 units of product P_7. Regards, Store S_6.
Order from Day_45. Please deliver 306 units of product P_8. Regards, Store S_6.
Order from Day_45. Please deliver 163 units of product P_9. Regards, Store S_6.
Order from Day_45. Please deliver 343 units of product P_10. Regards, Store S_6.
Order from Day_45. Please deliver 337 units of product P_11. Regards, Store S_6.
Order from Day_45. Please deliver 365 units of product P_12. Regards, Store S_6.
Order from Day_45. Please deliver 204 units of product P_13. Regards, Store S_6.
Order from Day_45. Please deliver 353 units of product P_15. Regards, Store S_6.
Order from Day_45. Please deliver 450 units of product P_16. Regards, Store S_6.
Order from Day_45. Please deliver 362 units of product P_19. Regards, Store S_6.
Order from Day_45. Please deliver 215 units of product P_20. Regards, Store S_6.
Order from Day_45. Please deliver 448 units of product P_21. Regards, Store S_6.
Order from Day_45. Please deliver 362 units of product P_22. Regards, Store S_6.
Order from Day_45. Please deliver 238 units of product P_23. Regards, Store S_6.
Order from Day_45. Please deliver 444 units of product P_24. Regards, Store S_6.
Order from Day_45. Please deliver 371 units of product P_25. Regards, Store S_6.
Order from Day_45. Please deliver 225 units of product P_26. Regards, Store S_6.
Order from Day_45. Please deliver 188 units of product P_27. Regards, Store S_6.
Order from Day_45. Please deliver 198 units of product P_28. Regards, Store S_6.
Order from Day_45. Please deliver 272 units of product P_29. Regards, Store S_6.
Order from Day_45. Please deliver 328 units of product P_30. Regards, Store S_6.
