Order from Day_98. Please deliver 440 units of product P_1. Regards, Store S_9.
Order from Day_98. Please deliver 564 units of product P_2. Regards, Store S_9.
Order from Day_98. Please deliver 224 units of product P_3. Regards, Store S_9.
Order from Day_98. Please deliver 360 units of product P_5. Regards, Store S_9.
Order from Day_98. Please deliver 362 units of product P_6. Regards, Store S_9.
Order from Day_98. Please deliver 358 units of product P_7. Regards, Store S_9.
Order from Day_98. Please deliver 354 units of product P_8. Regards, Store S_9.
Order from Day_98. Please deliver 319 units of product P_9. Regards, Store S_9.
Order from Day_98. Please deliver 407 units of product P_10. Regards, Store S_9.
Order from Day_98. Please deliver 386 units of product P_11. Regards, Store S_9.
Order from Day_98. Please deliver 300 units of product P_12. Regards, Store S_9.
Order from Day_98. Please deliver 298 units of product P_13. Regards, Store S_9.
Order from Day_98. Please deliver 405 units of product P_15. Regards, Store S_9.
Order from Day_98. Please deliver 404 units of product P_16. Regards, Store S_9.
Order from Day_98. Please deliver 288 units of product P_17. Regards, Store S_9.
Order from Day_98. Please deliver 409 units of product P_19. Regards, Store S_9.
Order from Day_98. Please deliver 245 units of product P_20. Regards, Store S_9.
Order from Day_98. Please deliver 557 units of product P_21. Regards, Store S_9.
Order from Day_98. Please deliver 494 units of product P_22. Regards, Store S_9.
Order from Day_98. Please deliver 373 units of product P_23. Regards, Store S_9.
Order from Day_98. Please deliver 412 units of product P_24. Regards, Store S_9.
Order from Day_98. Please deliver 467 units of product P_25. Regards, Store S_9.
Order from Day_98. Please deliver 391 units of product P_26. Regards, Store S_9.
Order from Day_98. Please deliver 392 units of product P_28. Regards, Store S_9.
Order from Day_98. Please deliver 401 units of product P_29. Regards, Store S_9.
Order from Day_98. Please deliver 503 units of product P_30. Regards, Store S_9.
