Order from Day_266. Please deliver 244 units of product P_1. Regards, Store S_4.
Order from Day_266. Please deliver 352 units of product P_3. Regards, Store S_4.
Order from Day_266. Please deliver 225 units of product P_6. Regards, Store S_4.
Order from Day_266. Please deliver 441 units of product P_7. Regards, Store S_4.
Order from Day_266. Please deliver 333 units of product P_8. Regards, Store S_4.
Order from Day_266. Please deliver 269 units of product P_10. Regards, Store S_4.
Order from Day_266. Please deliver 242 units of product P_12. Regards, Store S_4.
Order from Day_266. Please deliver 258 units of product P_13. Regards, Store S_4.
Order from Day_266. Please deliver 282 units of product P_14. Regards, Store S_4.
Order from Day_266. Please deliver 393 units of product P_15. Regards, Store S_4.
Order from Day_266. Please deliver 353 units of product P_16. Regards, Store S_4.
Order from Day_266. Please deliver 430 units of product P_19. Regards, Store S_4.
Order from Day_266. Please deliver 435 units of product P_22. Regards, Store S_4.
Order from Day_266. Please deliver 199 units of product P_23. Regards, Store S_4.
Order from Day_266. Please deliver 297 units of product P_26. Regards, Store S_4.
Order from Day_266. Please deliver 306 units of product P_30. Regards, Store S_4.
