Order from Day_89. Please deliver 160 units of product P_1. Regards, Store S_6.
Order from Day_89. Please deliver 237 units of product P_2. Regards, Store S_6.
Order from Day_89. Please deliver 334 units of product P_3. Regards, Store S_6.
Order from Day_89. Please deliver 154 units of product P_4. Regards, Store S_6.
Order from Day_89. Please deliver 234 units of product P_6. Regards, Store S_6.
Order from Day_89. Please deliver 369 units of product P_7. Regards, Store S_6.
Order from Day_89. Please deliver 247 units of product P_8. Regards, Store S_6.
Order from Day_89. Please deliver 266 units of product P_10. Regards, Store S_6.
Order from Day_89. Please deliver 307 units of product P_11. Regards, Store S_6.
Order from Day_89. Please deliver 213 units of product P_12. Regards, Store S_6.
Order from Day_89. Please deliver 192 units of product P_13. Regards, Store S_6.
Order from Day_89. Please deliver 320 units of product P_15. Regards, Store S_6.
Order from Day_89. Please deliver 388 units of product P_16. Regards, Store S_6.
Order from Day_89. Please deliver 335 units of product P_19. Regards, Store S_6.
Order from Day_89. Please deliver 152 units of product P_20. Regards, Store S_6.
Order from Day_89. Please deliver 433 units of product P_21. Regards, Store S_6.
Order from Day_89. Please deliver 364 units of product P_22. Regards, Store S_6.
Order from Day_89. Please deliver 314 units of product P_23. Regards, Store S_6.
Order from Day_89. Please deliver 428 units of product P_24. Regards, Store S_6.
Order from Day_89. Please deliver 327 units of product P_25. Regards, Store S_6.
Order from Day_89. Please deliver 218 units of product P_26. Regards, Store S_6.
Order from Day_89. Please deliver 234 units of product P_28. Regards, Store S_6.
Order from Day_89. Please deliver 307 units of product P_30. Regards, Store S_6.
