RECEIVER: S_5 | ORDER_PRODUCT: P_1 | ORDER_QTY: 236
RECEIVER: S_5 | ORDER_PRODUCT: P_2 | ORDER_QTY: 191
RECEIVER: S_5 | ORDER_PRODUCT: P_3 | ORDER_QTY: 278
RECEIVER: S_5 | ORDER_PRODUCT: P_5 | ORDER_QTY: 201
RECEIVER: S_5 | ORDER_PRODUCT: P_6 | ORDER_QTY: 275
RECEIVER: S_5 | ORDER_PRODUCT: P_7 | ORDER_QTY: 107
RECEIVER: S_5 | ORDER_PRODUCT: P_8 | ORDER_QTY: 229
RECEIVER: S_5 | ORDER_PRODUCT: P_9 | ORDER_QTY: 152
RECEIVER: S_5 | ORDER_PRODUCT: P_10 | ORDER_QTY: 160
RECEIVER: S_5 | ORDER_PRODUCT: P_11 | ORDER_QTY: 194
RECEIVER: S_5 | ORDER_PRODUCT: P_12 | ORDER_QTY: 215
RECEIVER: S_5 | ORDER_PRODUCT: P_13 | ORDER_QTY: 130
RECEIVER: S_5 | ORDER_PRODUCT: P_15 | ORDER_QTY: 343
RECEIVER: S_5 | ORDER_PRODUCT: P_16 | ORDER_QTY: 239
RECEIVER: S_5 | ORDER_PRODUCT: P_19 | ORDER_QTY: 201
RECEIVER: S_5 | ORDER_PRODUCT: P_20 | ORDER_QTY: 167
RECEIVER: S_5 | ORDER_PRODUCT: P_21 | ORDER_QTY: 344
RECEIVER: S_5 | ORDER_PRODUCT: P_22 | ORDER_QTY: 331
RECEIVER: S_5 | ORDER_PRODUCT: P_23 | ORDER_QTY: 165
RECEIVER: S_5 | ORDER_PRODUCT: P_24 | ORDER_QTY: 278
RECEIVER: S_5 | ORDER_PRODUCT: P_25 | ORDER_QTY: 308
RECEIVER: S_5 | ORDER_PRODUCT: P_27 | ORDER_QTY: 220
RECEIVER: S_5 | ORDER_PRODUCT: P_28 | ORDER_QTY: 232
RECEIVER: S_5 | ORDER_PRODUCT: P_29 | ORDER_QTY: 209
RECEIVER: S_5 | ORDER_PRODUCT: P_30 | ORDER_QTY: 252
