Order from Day_131. Please deliver 240 units of product P_1. Regards, Store S_4.
Order from Day_131. Please deliver 219 units of product P_2. Regards, Store S_4.
Order from Day_131. Please deliver 307 units of product P_3. Regards, Store S_4.
Order from Day_131. Please deliver 272 units of product P_5. Regards, Store S_4.
Order from Day_131. Please deliver 201 units of product P_6. Regards, Store S_4.
Order from Day_131. Please deliver 415 units of product P_7. Regards, Store S_4.
Order from Day_131. Please deliver 288 units of product P_8. Regards, Store S_4.
Order from Day_131. Please deliver 292 units of product P_9. Regards, Store S_4.
Order from Day_131. Please deliver 231 units of product P_10. Regards, Store S_4.
Order from Day_131. Please deliver 269 units of product P_11. Regards, Store S_4.
Order from Day_131. Please deliver 152 units of product P_12. Regards, Store S_4.
Order from Day_131. Please deliver 250 units of product P_13. Regards, Store S_4.
Order from Day_131. Please deliver 250 units of product P_14. Regards, Store S_4.
Order from Day_131. Please deliver 363 units of product P_15. Regards, Store S_4.
Order from Day_131. Please deliver 332 units of product P_16. Regards, Store S_4.
Order from Day_131. Please deliver 286 units of product P_17. Regards, Store S_4.
Order from Day_131. Please deliver 132 units of product P_18. Regards, Store S_4.
Order from Day_131. Please deliver 450 units of product P_19. Regards, Store S_4.
Order from Day_131. Please deliver 130 units of product P_20. Regards, Store S_4.
Order from Day_131. Please deliver 410 units of product P_21. Regards, Store S_4.
Order from Day_131. Please deliver 415 units of product P_22. Regards, Store S_4.
Order from Day_131. Please deliver 168 units of product P_23. Regards, Store S_4.
Order from Day_131. Please deliver 181 units of product P_24. Regards, Store S_4.
Order from Day_131. Please deliver 351 units of product P_25. Regards, Store S_4.
Order from Day_131. Please deliver 232 units of product P_27. Regards, Store S_4.
Order from Day_131. Please deliver 238 units of product P_28. Regards, Store S_4.
Order from Day_131. Please deliver 277 units of product P_29. Regards, Store S_4.
Order from Day_131. Please deliver 259 units of product P_30. Regards, Store S_4.
