Order from Day_261. Please deliver 217 units of product P_1. Regards, Store S_4.
Order from Day_261. Please deliver 205 units of product P_2. Regards, Store S_4.
Order from Day_261. Please deliver 334 units of product P_3. Regards, Store S_4.
Order from Day_261. Please deliver 246 units of product P_4. Regards, Store S_4.
Order from Day_261. Please deliver 187 units of product P_6. Regards, Store S_4.
Order from Day_261. Please deliver 419 units of product P_7. Regards, Store S_4.
Order from Day_261. Please deliver 302 units of product P_8. Regards, Store S_4.
Order from Day_261. Please deliver 356 units of product P_9. Regards, Store S_4.
Order from Day_261. Please deliver 235 units of product P_10. Regards, Store S_4.
Order from Day_261. Please deliver 261 units of product P_11. Regards, Store S_4.
Order from Day_261. Please deliver 179 units of product P_12. Regards, Store S_4.
Order from Day_261. Please deliver 227 units of product P_13. Regards, Store S_4.
Order from Day_261. Please deliver 368 units of product P_15. Regards, Store S_4.
Order from Day_261. Please deliver 325 units of product P_16. Regards, Store S_4.
Order from Day_261. Please deliver 436 units of product P_19. Regards, Store S_4.
Order from Day_261. Please deliver 154 units of product P_20. Regards, Store S_4.
Order from Day_261. Please deliver 433 units of product P_21. Regards, Store S_4.
Order from Day_261. Please deliver 442 units of product P_22. Regards, Store S_4.
Order from Day_261. Please deliver 214 units of product P_23. Regards, Store S_4.
Order from Day_261. Please deliver 347 units of product P_25. Regards, Store S_4.
Order from Day_261. Please deliver 216 units of product P_27. Regards, Store S_4.
Order from Day_261. Please deliver 335 units of product P_29. Regards, Store S_4.
Order from Day_261. Please deliver 239 units of product P_30. Regards, Store S_4.
