Order from Day_35. Please deliver 314 units of product P_2. Regards, Store S_6.
Order from Day_35. Please deliver 364 units of product P_3. Regards, Store S_6.
Order from Day_35. Please deliver 306 units of product P_5. Regards, Store S_6.
Order from Day_35. Please deliver 318 units of product P_6. Regards, Store S_6.
Order from Day_35. Please deliver 455 units of product P_7. Regards, Store S_6.
Order from Day_35. Please deliver 343 units of product P_8. Regards, Store S_6.
Order from Day_35. Please deliver 306 units of product P_10. Regards, Store S_6.
Order from Day_35. Please deliver 380 units of product P_11. Regards, Store S_6.
Order from Day_35. Please deliver 369 units of product P_12. Regards, Store S_6.
Order from Day_35. Please deliver 219 units of product P_13. Regards, Store S_6.
Order from Day_35. Please deliver 362 units of product P_15. Regards, Store S_6.
Order from Day_35. Please deliver 460 units of product P_16. Regards, Store S_6.
Order from Day_35. Please deliver 368 units of product P_19. Regards, Store S_6.
Order from Day_35. Please deliver 445 units of product P_21. Regards, Store S_6.
Order from Day_35. Please deliver 363 units of product P_22. Regards, Store S_6.
Order from Day_35. Please deliver 442 units of product P_23. Regards, Store S_6.
Order from Day_35. Please deliver 478 units of product P_24. Regards, Store S_6.
Order from Day_35. Please deliver 249 units of product P_28. Regards, Store S_6.
Order from Day_35. Please deliver 399 units of product P_30. Regards, Store S_6.
