RECEIVER: S_5 | ORDER_PRODUCT: P_1 | ORDER_QTY: 179
RECEIVER: S_5 | ORDER_PRODUCT: P_2 | ORDER_QTY: 215
RECEIVER: S_5 | ORDER_PRODUCT: P_3 | ORDER_QTY: 238
RECEIVER: S_5 | ORDER_PRODUCT: P_6 | ORDER_QTY: 233
RECEIVER: S_5 | ORDER_PRODUCT: P_7 | ORDER_QTY: 109
RECEIVER: S_5 | ORDER_PRODUCT: P_8 | ORDER_QTY: 174
RECEIVER: S_5 | ORDER_PRODUCT: P_9 | ORDER_QTY: 140
RECEIVER: S_5 | ORDER_PRODUCT: P_10 | ORDER_QTY: 78
RECEIVER: S_5 | ORDER_PRODUCT: P_11 | ORDER_QTY: 167
RECEIVER: S_5 | ORDER_PRODUCT: P_12 | ORDER_QTY: 213
RECEIVER: S_5 | ORDER_PRODUCT: P_13 | ORDER_QTY: 124
RECEIVER: S_5 | ORDER_PRODUCT: P_15 | ORDER_QTY: 319
RECEIVER: S_5 | ORDER_PRODUCT: P_16 | ORDER_QTY: 213
RECEIVER: S_5 | ORDER_PRODUCT: P_19 | ORDER_QTY: 207
RECEIVER: S_5 | ORDER_PRODUCT: P_21 | ORDER_QTY: 308
RECEIVER: S_5 | ORDER_PRODUCT: P_22 | ORDER_QTY: 283
RECEIVER: S_5 | ORDER_PRODUCT: P_23 | ORDER_QTY: 180
RECEIVER: S_5 | ORDER_PRODUCT: P_24 | ORDER_QTY: 232
RECEIVER: S_5 | ORDER_PRODUCT: P_25 | ORDER_QTY: 306
RECEIVER: S_5 | ORDER_PRODUCT: P_28 | ORDER_QTY: 184
RECEIVER: S_5 | ORDER_PRODUCT: P_29 | ORDER_QTY: 199
RECEIVER: S_5 | ORDER_PRODUCT: P_30 | ORDER_QTY: 196
