Order from Day_196. Please deliver 296 units of product P_1. Regards, Store S_4.
Order from Day_196. Please deliver 281 units of product P_2. Regards, Store S_4.
Order from Day_196. Please deliver 297 units of product P_3. Regards, Store S_4.
Order from Day_196. Please deliver 191 units of product P_4. Regards, Store S_4.
Order from Day_196. Please deliver 342 units of product P_6. Regards, Store S_4.
Order from Day_196. Please deliver 399 units of product P_7. Regards, Store S_4.
Order from Day_196. Please deliver 444 units of product P_8. Regards, Store S_4.
Order from Day_196. Please deliver 236 units of product P_9. Regards, Store S_4.
Order from Day_196. Please deliver 339 units of product P_10. Regards, Store S_4.
Order from Day_196. Please deliver 312 units of product P_11. Regards, Store S_4.
Order from Day_196. Please deliver 379 units of product P_12. Regards, Store S_4.
Order from Day_196. Please deliver 315 units of product P_13. Regards, Store S_4.
Order from Day_196. Please deliver 419 units of product P_15. Regards, Store S_4.
Order from Day_196. Please deliver 354 units of product P_16. Regards, Store S_4.
Order from Day_196. Please deliver 432 units of product P_19. Regards, Store S_4.
Order from Day_196. Please deliver 124 units of product P_20. Regards, Store S_4.
Order from Day_196. Please deliver 352 units of product P_21. Regards, Store S_4.
Order from Day_196. Please deliver 345 units of product P_22. Regards, Store S_4.
Order from Day_196. Please deliver 303 units of product P_23. Regards, Store S_4.
Order from Day_196. Please deliver 277 units of product P_24. Regards, Store S_4.
Order from Day_196. Please deliver 330 units of product P_25. Regards, Store S_4.
Order from Day_196. Please deliver 407 units of product P_28. Regards, Store S_4.
Order from Day_196. Please deliver 487 units of product P_29. Regards, Store S_4.
Order from Day_196. Please deliver 289 units of product P_30. Regards, Store S_4.
