Order from Day_149. Please deliver 173 units of product P_1. Regards, Store S_2.
Order from Day_149. Please deliver 267 units of product P_2. Regards, Store S_2.
Order from Day_149. Please deliver 344 units of product P_3. Regards, Store S_2.
Order from Day_149. Please deliver 194 units of product P_6. Regards, Store S_2.
Order from Day_149. Please deliver 259 units of product P_7. Regards, Store S_2.
Order from Day_149. Please deliver 195 units of product P_8. Regards, Store S_2.
Order from Day_149. Please deliver 164 units of product P_9. Regards, Store S_2.
Order from Day_149. Please deliver 163 units of product P_10. Regards, Store S_2.
Order from Day_149. Please deliver 167 units of product P_11. Regards, Store S_2.
Order from Day_149. Please deliver 186 units of product P_12. Regards, Store S_2.
Order from Day_149. Please deliver 210 units of product P_13. Regards, Store S_2.
Order from Day_149. Please deliver 206 units of product P_15. Regards, Store S_2.
Order from Day_149. Please deliver 287 units of product P_16. Regards, Store S_2.
Order from Day_149. Please deliver 97 units of product P_17. Regards, Store S_2.
Order from Day_149. Please deliver 226 units of product P_19. Regards, Store S_2.
Order from Day_149. Please deliver 109 units of product P_20. Regards, Store S_2.
Order from Day_149. Please deliver 323 units of product P_21. Regards, Store S_2.
Order from Day_149. Please deliver 299 units of product P_22. Regards, Store S_2.
Order from Day_149. Please deliver 130 units of product P_23. Regards, Store S_2.
Order from Day_149. Please deliver 235 units of product P_24. Regards, Store S_2.
Order from Day_149. Please deliver 380 units of product P_25. Regards, Store S_2.
Order from Day_149. Please deliver 165 units of product P_27. Regards, Store S_2.
Order from Day_149. Please deliver 205 units of product P_29. Regards, Store S_2.
Order from Day_149. Please deliver 321 units of product P_30. Regards, Store S_2.
