RECEIVER: S_8 | ORDER_PRODUCT: P_1 | ORDER_QTY: 136
RECEIVER: S_8 | ORDER_PRODUCT: P_3 | ORDER_QTY: 284
RECEIVER: S_8 | ORDER_PRODUCT: P_5 | ORDER_QTY: 202
RECEIVER: S_8 | ORDER_PRODUCT: P_6 | ORDER_QTY: 153
RECEIVER: S_8 | ORDER_PRODUCT: P_11 | ORDER_QTY: 179
RECEIVER: S_8 | ORDER_PRODUCT: P_13 | ORDER_QTY: 174
RECEIVER: S_8 | ORDER_PRODUCT: P_15 | ORDER_QTY: 294
RECEIVER: S_8 | ORDER_PRODUCT: P_16 | ORDER_QTY: 262
RECEIVER: S_8 | ORDER_PRODUCT: P_17 | ORDER_QTY: 117
RECEIVER: S_8 | ORDER_PRODUCT: P_21 | ORDER_QTY: 352
RECEIVER: S_8 | ORDER_PRODUCT: P_22 | ORDER_QTY: 398
RECEIVER: S_8 | ORDER_PRODUCT: P_23 | ORDER_QTY: 103
RECEIVER: S_8 | ORDER_PRODUCT: P_24 | ORDER_QTY: 292
