RECEIVER: S_8 | ORDER_PRODUCT: P_1 | ORDER_QTY: 187
RECEIVER: S_8 | ORDER_PRODUCT: P_2 | ORDER_QTY: 215
RECEIVER: S_8 | ORDER_PRODUCT: P_3 | ORDER_QTY: 386
RECEIVER: S_8 | ORDER_PRODUCT: P_6 | ORDER_QTY: 140
RECEIVER: S_8 | ORDER_PRODUCT: P_7 | ORDER_QTY: 288
RECEIVER: S_8 | ORDER_PRODUCT: P_8 | ORDER_QTY: 141
RECEIVER: S_8 | ORDER_PRODUCT: P_10 | ORDER_QTY: 231
RECEIVER: S_8 | ORDER_PRODUCT: P_11 | ORDER_QTY: 232
RECEIVER: S_8 | ORDER_PRODUCT: P_12 | ORDER_QTY: 119
RECEIVER: S_8 | ORDER_PRODUCT: P_13 | ORDER_QTY: 216
RECEIVER: S_8 | ORDER_PRODUCT: P_15 | ORDER_QTY: 314
RECEIVER: S_8 | ORDER_PRODUCT: P_16 | ORDER_QTY: 327
RECEIVER: S_8 | ORDER_PRODUCT: P_17 | ORDER_QTY: 152
RECEIVER: S_8 | ORDER_PRODUCT: P_19 | ORDER_QTY: 242
RECEIVER: S_8 | ORDER_PRODUCT: P_21 | ORDER_QTY: 475
RECEIVER: S_8 | ORDER_PRODUCT: P_22 | ORDER_QTY: 545
RECEIVER: S_8 | ORDER_PRODUCT: P_23 | ORDER_QTY: 122
RECEIVER: S_8 | ORDER_PRODUCT: P_24 | ORDER_QTY: 358
RECEIVER: S_8 | ORDER_PRODUCT: P_25 | ORDER_QTY: 353
RECEIVER: S_8 | ORDER_PRODUCT: P_26 | ORDER_QTY: 334
RECEIVER: S_8 | ORDER_PRODUCT: P_27 | ORDER_QTY: 108
RECEIVER: S_8 | ORDER_PRODUCT: P_28 | ORDER_QTY: 187
RECEIVER: S_8 | ORDER_PRODUCT: P_29 | ORDER_QTY: 186
RECEIVER: S_8 | ORDER_PRODUCT: P_30 | ORDER_QTY: 236
