Order from Day_170. Please deliver 178 units of product P_1. Regards, Store S_9.
Order from Day_170. Please deliver 417 units of product P_2. Regards, Store S_9.
Order from Day_170. Please deliver 172 units of product P_6. Regards, Store S_9.
Order from Day_170. Please deliver 193 units of product P_7. Regards, Store S_9.
Order from Day_170. Please deliver 195 units of product P_10. Regards, Store S_9.
Order from Day_170. Please deliver 218 units of product P_11. Regards, Store S_9.
Order from Day_170. Please deliver 107 units of product P_12. Regards, Store S_9.
Order from Day_170. Please deliver 151 units of product P_13. Regards, Store S_9.
Order from Day_170. Please deliver 286 units of product P_15. Regards, Store S_9.
Order from Day_170. Please deliver 206 units of product P_19. Regards, Store S_9.
Order from Day_170. Please deliver 169 units of product P_20. Regards, Store S_9.
Order from Day_170. Please deliver 374 units of product P_21. Regards, Store S_9.
Order from Day_170. Please deliver 367 units of product P_22. Regards, Store S_9.
Order from Day_170. Please deliver 236 units of product P_24. Regards, Store S_9.
Order from Day_170. Please deliver 324 units of product P_25. Regards, Store S_9.
Order from Day_170. Please deliver 264 units of product P_29. Regards, Store S_9.
Order from Day_170. Please deliver 313 units of product P_30. Regards, Store S_9.
