Order from Day_263. Please deliver 365 units of product P_3. Regards, Store S_2.
Order from Day_263. Please deliver 185 units of product P_4. Regards, Store S_2.
Order from Day_263. Please deliver 245 units of product P_6. Regards, Store S_2.
Order from Day_263. Please deliver 196 units of product P_7. Regards, Store S_2.
Order from Day_263. Please deliver 211 units of product P_8. Regards, Store S_2.
Order from Day_263. Please deliver 144 units of product P_9. Regards, Store S_2.
Order from Day_263. Please deliver 188 units of product P_10. Regards, Store S_2.
Order from Day_263. Please deliver 162 units of product P_12. Regards, Store S_2.
Order from Day_263. Please deliver 175 units of product P_14. Regards, Store S_2.
Order from Day_263. Please deliver 192 units of product P_15. Regards, Store S_2.
Order from Day_263. Please deliver 285 units of product P_16. Regards, Store S_2.
Order from Day_263. Please deliver 275 units of product P_22. Regards, Store S_2.
Order from Day_263. Please deliver 108 units of product P_23. Regards, Store S_2.
Order from Day_263. Please deliver 275 units of product P_26. Regards, Store S_2.
Order from Day_263. Please deliver 170 units of product P_27. Regards, Store S_2.
