Order from Day_237. Please deliver 145 units of product P_1. Regards, Store S_6.
Order from Day_237. Please deliver 228 units of product P_2. Regards, Store S_6.
Order from Day_237. Please deliver 220 units of product P_3. Regards, Store S_6.
Order from Day_237. Please deliver 108 units of product P_6. Regards, Store S_6.
Order from Day_237. Please deliver 189 units of product P_7. Regards, Store S_6.
Order from Day_237. Please deliver 179 units of product P_8. Regards, Store S_6.
Order from Day_237. Please deliver 122 units of product P_9. Regards, Store S_6.
Order from Day_237. Please deliver 265 units of product P_11. Regards, Store S_6.
Order from Day_237. Please deliver 118 units of product P_12. Regards, Store S_6.
Order from Day_237. Please deliver 154 units of product P_13. Regards, Store S_6.
Order from Day_237. Please deliver 158 units of product P_14. Regards, Store S_6.
Order from Day_237. Please deliver 280 units of product P_15. Regards, Store S_6.
Order from Day_237. Please deliver 329 units of product P_16. Regards, Store S_6.
Order from Day_237. Please deliver 250 units of product P_19. Regards, Store S_6.
Order from Day_237. Please deliver 317 units of product P_21. Regards, Store S_6.
Order from Day_237. Please deliver 290 units of product P_22. Regards, Store S_6.
Order from Day_237. Please deliver 226 units of product P_23. Regards, Store S_6.
Order from Day_237. Please deliver 340 units of product P_24. Regards, Store S_6.
Order from Day_237. Please deliver 283 units of product P_25. Regards, Store S_6.
Order from Day_237. Please deliver 214 units of product P_26. Regards, Store S_6.
Order from Day_237. Please deliver 213 units of product P_28. Regards, Store S_6.
Order from Day_237. Please deliver 161 units of product P_29. Regards, Store S_6.
