Order from Day_245. Please deliver 198 units of product P_2. Regards, Store S_2.
Order from Day_245. Please deliver 279 units of product P_3. Regards, Store S_2.
Order from Day_245. Please deliver 123 units of product P_6. Regards, Store S_2.
Order from Day_245. Please deliver 145 units of product P_7. Regards, Store S_2.
Order from Day_245. Please deliver 152 units of product P_8. Regards, Store S_2.
Order from Day_245. Please deliver 153 units of product P_10. Regards, Store S_2.
Order from Day_245. Please deliver 127 units of product P_12. Regards, Store S_2.
Order from Day_245. Please deliver 168 units of product P_13. Regards, Store S_2.
Order from Day_245. Please deliver 174 units of product P_15. Regards, Store S_2.
Order from Day_245. Please deliver 246 units of product P_16. Regards, Store S_2.
Order from Day_245. Please deliver 126 units of product P_17. Regards, Store S_2.
Order from Day_245. Please deliver 186 units of product P_19. Regards, Store S_2.
Order from Day_245. Please deliver 109 units of product P_20. Regards, Store S_2.
Order from Day_245. Please deliver 270 units of product P_21. Regards, Store S_2.
Order from Day_245. Please deliver 243 units of product P_22. Regards, Store S_2.
Order from Day_245. Please deliver 201 units of product P_24. Regards, Store S_2.
Order from Day_245. Please deliver 336 units of product P_25. Regards, Store S_2.
Order from Day_245. Please deliver 172 units of product P_28. Regards, Store S_2.
Order from Day_245. Please deliver 200 units of product P_29. Regards, Store S_2.
Order from Day_245. Please deliver 342 units of product P_30. Regards, Store S_2.
