RECEIVER: S_5 | ORDER_PRODUCT: P_2 | ORDER_QTY: 247
RECEIVER: S_5 | ORDER_PRODUCT: P_3 | ORDER_QTY: 338
RECEIVER: S_5 | ORDER_PRODUCT: P_5 | ORDER_QTY: 218
RECEIVER: S_5 | ORDER_PRODUCT: P_6 | ORDER_QTY: 250
RECEIVER: S_5 | ORDER_PRODUCT: P_8 | ORDER_QTY: 229
RECEIVER: S_5 | ORDER_PRODUCT: P_9 | ORDER_QTY: 198
RECEIVER: S_5 | ORDER_PRODUCT: P_12 | ORDER_QTY: 217
RECEIVER: S_5 | ORDER_PRODUCT: P_15 | ORDER_QTY: 359
RECEIVER: S_5 | ORDER_PRODUCT: P_19 | ORDER_QTY: 258
RECEIVER: S_5 | ORDER_PRODUCT: P_22 | ORDER_QTY: 380
RECEIVER: S_5 | ORDER_PRODUCT: P_23 | ORDER_QTY: 164
RECEIVER: S_5 | ORDER_PRODUCT: P_28 | ORDER_QTY: 307
