Order from Day_13. Please deliver 261 units of product P_1. Regards, Store S_2.
Order from Day_13. Please deliver 380 units of product P_2. Regards, Store S_2.
Order from Day_13. Please deliver 393 units of product P_3. Regards, Store S_2.
Order from Day_13. Please deliver 317 units of product P_6. Regards, Store S_2.
Order from Day_13. Please deliver 281 units of product P_7. Regards, Store S_2.
Order from Day_13. Please deliver 284 units of product P_8. Regards, Store S_2.
Order from Day_13. Please deliver 269 units of product P_10. Regards, Store S_2.
Order from Day_13. Please deliver 294 units of product P_12. Regards, Store S_2.
Order from Day_13. Please deliver 289 units of product P_13. Regards, Store S_2.
Order from Day_13. Please deliver 284 units of product P_15. Regards, Store S_2.
Order from Day_13. Please deliver 227 units of product P_19. Regards, Store S_2.
Order from Day_13. Please deliver 359 units of product P_21. Regards, Store S_2.
Order from Day_13. Please deliver 337 units of product P_22. Regards, Store S_2.
Order from Day_13. Please deliver 251 units of product P_23. Regards, Store S_2.
Order from Day_13. Please deliver 287 units of product P_24. Regards, Store S_2.
Order from Day_13. Please deliver 384 units of product P_25. Regards, Store S_2.
Order from Day_13. Please deliver 268 units of product P_28. Regards, Store S_2.
Order from Day_13. Please deliver 471 units of product P_30. Regards, Store S_2.
