RECEIVER: S_8 | ORDER_PRODUCT: P_1 | ORDER_QTY: 230
RECEIVER: S_8 | ORDER_PRODUCT: P_2 | ORDER_QTY: 293
RECEIVER: S_8 | ORDER_PRODUCT: P_3 | ORDER_QTY: 385
RECEIVER: S_8 | ORDER_PRODUCT: P_6 | ORDER_QTY: 227
RECEIVER: S_8 | ORDER_PRODUCT: P_7 | ORDER_QTY: 325
RECEIVER: S_8 | ORDER_PRODUCT: P_10 | ORDER_QTY: 233
RECEIVER: S_8 | ORDER_PRODUCT: P_12 | ORDER_QTY: 165
RECEIVER: S_8 | ORDER_PRODUCT: P_13 | ORDER_QTY: 236
RECEIVER: S_8 | ORDER_PRODUCT: P_15 | ORDER_QTY: 338
RECEIVER: S_8 | ORDER_PRODUCT: P_19 | ORDER_QTY: 324
RECEIVER: S_8 | ORDER_PRODUCT: P_21 | ORDER_QTY: 485
RECEIVER: S_8 | ORDER_PRODUCT: P_22 | ORDER_QTY: 561
