Order from Day_313. Please deliver 221 units of product P_2. Regards, Store S_4.
Order from Day_313. Please deliver 340 units of product P_3. Regards, Store S_4.
Order from Day_313. Please deliver 273 units of product P_5. Regards, Store S_4.
Order from Day_313. Please deliver 279 units of product P_6. Regards, Store S_4.
Order from Day_313. Please deliver 407 units of product P_7. Regards, Store S_4.
Order from Day_313. Please deliver 377 units of product P_8. Regards, Store S_4.
Order from Day_313. Please deliver 313 units of product P_10. Regards, Store S_4.
Order from Day_313. Please deliver 303 units of product P_12. Regards, Store S_4.
Order from Day_313. Please deliver 260 units of product P_14. Regards, Store S_4.
Order from Day_313. Please deliver 416 units of product P_15. Regards, Store S_4.
Order from Day_313. Please deliver 333 units of product P_16. Regards, Store S_4.
Order from Day_313. Please deliver 122 units of product P_18. Regards, Store S_4.
Order from Day_313. Please deliver 494 units of product P_19. Regards, Store S_4.
Order from Day_313. Please deliver 427 units of product P_22. Regards, Store S_4.
Order from Day_313. Please deliver 228 units of product P_24. Regards, Store S_4.
Order from Day_313. Please deliver 373 units of product P_26. Regards, Store S_4.
Order from Day_313. Please deliver 286 units of product P_28. Regards, Store S_4.
