RECEIVER: S_8 | ORDER_PRODUCT: P_1 | ORDER_QTY: 302
RECEIVER: S_8 | ORDER_PRODUCT: P_2 | ORDER_QTY: 286
RECEIVER: S_8 | ORDER_PRODUCT: P_3 | ORDER_QTY: 387
RECEIVER: S_8 | ORDER_PRODUCT: P_5 | ORDER_QTY: 201
RECEIVER: S_8 | ORDER_PRODUCT: P_6 | ORDER_QTY: 288
RECEIVER: S_8 | ORDER_PRODUCT: P_7 | ORDER_QTY: 351
RECEIVER: S_8 | ORDER_PRODUCT: P_8 | ORDER_QTY: 176
RECEIVER: S_8 | ORDER_PRODUCT: P_10 | ORDER_QTY: 255
RECEIVER: S_8 | ORDER_PRODUCT: P_12 | ORDER_QTY: 213
RECEIVER: S_8 | ORDER_PRODUCT: P_14 | ORDER_QTY: 110
RECEIVER: S_8 | ORDER_PRODUCT: P_15 | ORDER_QTY: 364
RECEIVER: S_8 | ORDER_PRODUCT: P_16 | ORDER_QTY: 328
RECEIVER: S_8 | ORDER_PRODUCT: P_17 | ORDER_QTY: 183
RECEIVER: S_8 | ORDER_PRODUCT: P_20 | ORDER_QTY: 158
RECEIVER: S_8 | ORDER_PRODUCT: P_21 | ORDER_QTY: 396
RECEIVER: S_8 | ORDER_PRODUCT: P_22 | ORDER_QTY: 453
RECEIVER: S_8 | ORDER_PRODUCT: P_24 | ORDER_QTY: 348
RECEIVER: S_8 | ORDER_PRODUCT: P_25 | ORDER_QTY: 347
RECEIVER: S_8 | ORDER_PRODUCT: P_30 | ORDER_QTY: 257
