Order from Day_278. Please deliver 402 units of product P_1. Regards, Store S_9.
Order from Day_278. Please deliver 484 units of product P_2. Regards, Store S_9.
Order from Day_278. Please deliver 191 units of product P_3. Regards, Store S_9.
Order from Day_278. Please deliver 288 units of product P_5. Regards, Store S_9.
Order from Day_278. Please deliver 291 units of product P_6. Regards, Store S_9.
Order from Day_278. Please deliver 294 units of product P_7. Regards, Store S_9.
Order from Day_278. Please deliver 257 units of product P_8. Regards, Store S_9.
Order from Day_278. Please deliver 295 units of product P_9. Regards, Store S_9.
Order from Day_278. Please deliver 301 units of product P_10. Regards, Store S_9.
Order from Day_278. Please deliver 321 units of product P_11. Regards, Store S_9.
Order from Day_278. Please deliver 193 units of product P_12. Regards, Store S_9.
Order from Day_278. Please deliver 232 units of product P_13. Regards, Store S_9.
Order from Day_278. Please deliver 168 units of product P_14. Regards, Store S_9.
Order from Day_278. Please deliver 355 units of product P_15. Regards, Store S_9.
Order from Day_278. Please deliver 302 units of product P_16. Regards, Store S_9.
Order from Day_278. Please deliver 353 units of product P_19. Regards, Store S_9.
Order from Day_278. Please deliver 275 units of product P_20. Regards, Store S_9.
Order from Day_278. Please deliver 546 units of product P_21. Regards, Store S_9.
Order from Day_278. Please deliver 482 units of product P_22. Regards, Store S_9.
Order from Day_278. Please deliver 288 units of product P_23. Regards, Store S_9.
Order from Day_278. Please deliver 361 units of product P_24. Regards, Store S_9.
Order from Day_278. Please deliver 421 units of product P_25. Regards, Store S_9.
Order from Day_278. Please deliver 259 units of product P_26. Regards, Store S_9.
Order from Day_278. Please deliver 198 units of product P_27. Regards, Store S_9.
Order from Day_278. Please deliver 245 units of product P_28. Regards, Store S_9.
Order from Day_278. Please deliver 323 units of product P_29. Regards, Store S_9.
Order from Day_278. Please deliver 481 units of product P_30. Regards, Store S_9.
