RECEIVER: S_10 | ORDER_PRODUCT: P_2 | ORDER_QTY: 222
RECEIVER: S_10 | ORDER_PRODUCT: P_3 | ORDER_QTY: 337
RECEIVER: S_10 | ORDER_PRODUCT: P_6 | ORDER_QTY: 209
RECEIVER: S_10 | ORDER_PRODUCT: P_8 | ORDER_QTY: 190
RECEIVER: S_10 | ORDER_PRODUCT: P_10 | ORDER_QTY: 295
RECEIVER: S_10 | ORDER_PRODUCT: P_11 | ORDER_QTY: 292
RECEIVER: S_10 | ORDER_PRODUCT: P_12 | ORDER_QTY: 124
RECEIVER: S_10 | ORDER_PRODUCT: P_14 | ORDER_QTY: 242
RECEIVER: S_10 | ORDER_PRODUCT: P_15 | ORDER_QTY: 325
RECEIVER: S_10 | ORDER_PRODUCT: P_17 | ORDER_QTY: 270
RECEIVER: S_10 | ORDER_PRODUCT: P_18 | ORDER_QTY: 138
RECEIVER: S_10 | ORDER_PRODUCT: P_19 | ORDER_QTY: 250
RECEIVER: S_10 | ORDER_PRODUCT: P_20 | ORDER_QTY: 208
RECEIVER: S_10 | ORDER_PRODUCT: P_21 | ORDER_QTY: 370
RECEIVER: S_10 | ORDER_PRODUCT: P_22 | ORDER_QTY: 379
RECEIVER: S_10 | ORDER_PRODUCT: P_24 | ORDER_QTY: 285
RECEIVER: S_10 | ORDER_PRODUCT: P_27 | ORDER_QTY: 169
