Order from Day_276. Please deliver 176 units of product P_1. Regards, Store S_2.
Order from Day_276. Please deliver 238 units of product P_2. Regards, Store S_2.
Order from Day_276. Please deliver 347 units of product P_3. Regards, Store S_2.
Order from Day_276. Please deliver 137 units of product P_4. Regards, Store S_2.
Order from Day_276. Please deliver 147 units of product P_6. Regards, Store S_2.
Order from Day_276. Please deliver 152 units of product P_7. Regards, Store S_2.
Order from Day_276. Please deliver 168 units of product P_8. Regards, Store S_2.
Order from Day_276. Please deliver 172 units of product P_10. Regards, Store S_2.
Order from Day_276. Please deliver 195 units of product P_11. Regards, Store S_2.
Order from Day_276. Please deliver 108 units of product P_12. Regards, Store S_2.
Order from Day_276. Please deliver 188 units of product P_13. Regards, Store S_2.
Order from Day_276. Please deliver 184 units of product P_15. Regards, Store S_2.
Order from Day_276. Please deliver 271 units of product P_16. Regards, Store S_2.
Order from Day_276. Please deliver 202 units of product P_19. Regards, Store S_2.
Order from Day_276. Please deliver 317 units of product P_21. Regards, Store S_2.
Order from Day_276. Please deliver 272 units of product P_22. Regards, Store S_2.
Order from Day_276. Please deliver 180 units of product P_23. Regards, Store S_2.
Order from Day_276. Please deliver 239 units of product P_24. Regards, Store S_2.
Order from Day_276. Please deliver 361 units of product P_25. Regards, Store S_2.
Order from Day_276. Please deliver 193 units of product P_26. Regards, Store S_2.
Order from Day_276. Please deliver 178 units of product P_27. Regards, Store S_2.
Order from Day_276. Please deliver 137 units of product P_28. Regards, Store S_2.
Order from Day_276. Please deliver 204 units of product P_29. Regards, Store S_2.
Order from Day_276. Please deliver 310 units of product P_30. Regards, Store S_2.
