Order from Day_218. Please deliver 222 units of product P_1. Regards, Store S_2.
Order from Day_218. Please deliver 314 units of product P_2. Regards, Store S_2.
Order from Day_218. Please deliver 286 units of product P_3. Regards, Store S_2.
Order from Day_218. Please deliver 262 units of product P_5. Regards, Store S_2.
Order from Day_218. Please deliver 283 units of product P_6. Regards, Store S_2.
Order from Day_218. Please deliver 220 units of product P_7. Regards, Store S_2.
Order from Day_218. Please deliver 261 units of product P_8. Regards, Store S_2.
Order from Day_218. Please deliver 217 units of product P_9. Regards, Store S_2.
Order from Day_218. Please deliver 234 units of product P_10. Regards, Store S_2.
Order from Day_218. Please deliver 273 units of product P_11. Regards, Store S_2.
Order from Day_218. Please deliver 270 units of product P_12. Regards, Store S_2.
Order from Day_218. Please deliver 263 units of product P_15. Regards, Store S_2.
Order from Day_218. Please deliver 309 units of product P_16. Regards, Store S_2.
Order from Day_218. Please deliver 239 units of product P_19. Regards, Store S_2.
Order from Day_218. Please deliver 268 units of product P_21. Regards, Store S_2.
Order from Day_218. Please deliver 264 units of product P_22. Regards, Store S_2.
Order from Day_218. Please deliver 260 units of product P_23. Regards, Store S_2.
Order from Day_218. Please deliver 301 units of product P_24. Regards, Store S_2.
Order from Day_218. Please deliver 315 units of product P_25. Regards, Store S_2.
Order from Day_218. Please deliver 263 units of product P_26. Regards, Store S_2.
Order from Day_218. Please deliver 245 units of product P_28. Regards, Store S_2.
Order from Day_218. Please deliver 237 units of product P_29. Regards, Store S_2.
Order from Day_218. Please deliver 380 units of product P_30. Regards, Store S_2.
