RECEIVER: S_8 | ORDER_PRODUCT: P_1 | ORDER_QTY: 219
RECEIVER: S_8 | ORDER_PRODUCT: P_2 | ORDER_QTY: 231
RECEIVER: S_8 | ORDER_PRODUCT: P_3 | ORDER_QTY: 412
RECEIVER: S_8 | ORDER_PRODUCT: P_4 | ORDER_QTY: 229
RECEIVER: S_8 | ORDER_PRODUCT: P_6 | ORDER_QTY: 307
RECEIVER: S_8 | ORDER_PRODUCT: P_7 | ORDER_QTY: 415
RECEIVER: S_8 | ORDER_PRODUCT: P_8 | ORDER_QTY: 211
RECEIVER: S_8 | ORDER_PRODUCT: P_10 | ORDER_QTY: 253
RECEIVER: S_8 | ORDER_PRODUCT: P_12 | ORDER_QTY: 167
RECEIVER: S_8 | ORDER_PRODUCT: P_13 | ORDER_QTY: 218
RECEIVER: S_8 | ORDER_PRODUCT: P_15 | ORDER_QTY: 365
RECEIVER: S_8 | ORDER_PRODUCT: P_18 | ORDER_QTY: 131
RECEIVER: S_8 | ORDER_PRODUCT: P_19 | ORDER_QTY: 294
RECEIVER: S_8 | ORDER_PRODUCT: P_22 | ORDER_QTY: 561
RECEIVER: S_8 | ORDER_PRODUCT: P_26 | ORDER_QTY: 340
RECEIVER: S_8 | ORDER_PRODUCT: P_29 | ORDER_QTY: 175
