Order from Day_80. Please deliver 149 units of product P_1. Regards, Store S_6.
Order from Day_80. Please deliver 246 units of product P_2. Regards, Store S_6.
Order from Day_80. Please deliver 332 units of product P_3. Regards, Store S_6.
Order from Day_80. Please deliver 179 units of product P_6. Regards, Store S_6.
Order from Day_80. Please deliver 352 units of product P_7. Regards, Store S_6.
Order from Day_80. Please deliver 222 units of product P_8. Regards, Store S_6.
Order from Day_80. Please deliver 215 units of product P_10. Regards, Store S_6.
Order from Day_80. Please deliver 349 units of product P_11. Regards, Store S_6.
Order from Day_80. Please deliver 195 units of product P_12. Regards, Store S_6.
Order from Day_80. Please deliver 167 units of product P_13. Regards, Store S_6.
Order from Day_80. Please deliver 312 units of product P_15. Regards, Store S_6.
Order from Day_80. Please deliver 401 units of product P_16. Regards, Store S_6.
Order from Day_80. Please deliver 226 units of product P_17. Regards, Store S_6.
Order from Day_80. Please deliver 289 units of product P_19. Regards, Store S_6.
Order from Day_80. Please deliver 206 units of product P_20. Regards, Store S_6.
Order from Day_80. Please deliver 432 units of product P_21. Regards, Store S_6.
Order from Day_80. Please deliver 364 units of product P_22. Regards, Store S_6.
Order from Day_80. Please deliver 302 units of product P_23. Regards, Store S_6.
Order from Day_80. Please deliver 425 units of product P_24. Regards, Store S_6.
Order from Day_80. Please deliver 320 units of product P_25. Regards, Store S_6.
Order from Day_80. Please deliver 284 units of product P_28. Regards, Store S_6.
Order from Day_80. Please deliver 239 units of product P_29. Regards, Store S_6.
Order from Day_80. Please deliver 358 units of product P_30. Regards, Store S_6.
