Order from Day_147. Please deliver 267 units of product P_1. Regards, Store S_6.
Order from Day_147. Please deliver 325 units of product P_2. Regards, Store S_6.
Order from Day_147. Please deliver 368 units of product P_3. Regards, Store S_6.
Order from Day_147. Please deliver 359 units of product P_5. Regards, Store S_6.
Order from Day_147. Please deliver 280 units of product P_6. Regards, Store S_6.
Order from Day_147. Please deliver 407 units of product P_7. Regards, Store S_6.
Order from Day_147. Please deliver 305 units of product P_8. Regards, Store S_6.
Order from Day_147. Please deliver 242 units of product P_9. Regards, Store S_6.
Order from Day_147. Please deliver 306 units of product P_10. Regards, Store S_6.
Order from Day_147. Please deliver 380 units of product P_11. Regards, Store S_6.
Order from Day_147. Please deliver 273 units of product P_12. Regards, Store S_6.
Order from Day_147. Please deliver 246 units of product P_13. Regards, Store S_6.
Order from Day_147. Please deliver 148 units of product P_14. Regards, Store S_6.
Order from Day_147. Please deliver 345 units of product P_15. Regards, Store S_6.
Order from Day_147. Please deliver 461 units of product P_16. Regards, Store S_6.
Order from Day_147. Please deliver 183 units of product P_18. Regards, Store S_6.
Order from Day_147. Please deliver 333 units of product P_19. Regards, Store S_6.
Order from Day_147. Please deliver 442 units of product P_21. Regards, Store S_6.
Order from Day_147. Please deliver 362 units of product P_22. Regards, Store S_6.
Order from Day_147. Please deliver 375 units of product P_23. Regards, Store S_6.
Order from Day_147. Please deliver 498 units of product P_24. Regards, Store S_6.
Order from Day_147. Please deliver 375 units of product P_25. Regards, Store S_6.
Order from Day_147. Please deliver 316 units of product P_26. Regards, Store S_6.
Order from Day_147. Please deliver 372 units of product P_28. Regards, Store S_6.
Order from Day_147. Please deliver 241 units of product P_29. Regards, Store S_6.
Order from Day_147. Please deliver 459 units of product P_30. Regards, Store S_6.
