Order from Day_362. Please deliver 299 units of product P_2. Regards, Store S_4.
Order from Day_362. Please deliver 370 units of product P_3. Regards, Store S_4.
Order from Day_362. Please deliver 279 units of product P_5. Regards, Store S_4.
Order from Day_362. Please deliver 180 units of product P_6. Regards, Store S_4.
Order from Day_362. Please deliver 491 units of product P_7. Regards, Store S_4.
Order from Day_362. Please deliver 383 units of product P_8. Regards, Store S_4.
Order from Day_362. Please deliver 222 units of product P_10. Regards, Store S_4.
Order from Day_362. Please deliver 336 units of product P_11. Regards, Store S_4.
Order from Day_362. Please deliver 227 units of product P_12. Regards, Store S_4.
Order from Day_362. Please deliver 311 units of product P_13. Regards, Store S_4.
Order from Day_362. Please deliver 485 units of product P_15. Regards, Store S_4.
Order from Day_362. Please deliver 382 units of product P_16. Regards, Store S_4.
Order from Day_362. Please deliver 659 units of product P_19. Regards, Store S_4.
Order from Day_362. Please deliver 542 units of product P_21. Regards, Store S_4.
Order from Day_362. Please deliver 541 units of product P_22. Regards, Store S_4.
Order from Day_362. Please deliver 486 units of product P_30. Regards, Store S_4.
