Order from Day_72. Please deliver 359 units of product P_1. Regards, Store S_9.
Order from Day_72. Please deliver 498 units of product P_2. Regards, Store S_9.
Order from Day_72. Please deliver 174 units of product P_3. Regards, Store S_9.
Order from Day_72. Please deliver 254 units of product P_5. Regards, Store S_9.
Order from Day_72. Please deliver 279 units of product P_6. Regards, Store S_9.
Order from Day_72. Please deliver 277 units of product P_7. Regards, Store S_9.
Order from Day_72. Please deliver 244 units of product P_8. Regards, Store S_9.
Order from Day_72. Please deliver 218 units of product P_9. Regards, Store S_9.
Order from Day_72. Please deliver 307 units of product P_10. Regards, Store S_9.
Order from Day_72. Please deliver 263 units of product P_11. Regards, Store S_9.
Order from Day_72. Please deliver 244 units of product P_12. Regards, Store S_9.
Order from Day_72. Please deliver 232 units of product P_13. Regards, Store S_9.
Order from Day_72. Please deliver 366 units of product P_15. Regards, Store S_9.
Order from Day_72. Please deliver 308 units of product P_16. Regards, Store S_9.
Order from Day_72. Please deliver 331 units of product P_17. Regards, Store S_9.
Order from Day_72. Please deliver 130 units of product P_18. Regards, Store S_9.
Order from Day_72. Please deliver 343 units of product P_19. Regards, Store S_9.
Order from Day_72. Please deliver 267 units of product P_20. Regards, Store S_9.
Order from Day_72. Please deliver 511 units of product P_21. Regards, Store S_9.
Order from Day_72. Please deliver 495 units of product P_22. Regards, Store S_9.
Order from Day_72. Please deliver 248 units of product P_23. Regards, Store S_9.
Order from Day_72. Please deliver 330 units of product P_24. Regards, Store S_9.
Order from Day_72. Please deliver 388 units of product P_25. Regards, Store S_9.
Order from Day_72. Please deliver 233 units of product P_26. Regards, Store S_9.
Order from Day_72. Please deliver 196 units of product P_27. Regards, Store S_9.
Order from Day_72. Please deliver 241 units of product P_28. Regards, Store S_9.
Order from Day_72. Please deliver 299 units of product P_29. Regards, Store S_9.
Order from Day_72. Please deliver 459 units of product P_30. Regards, Store S_9.
