RECEIVER: S_8 | ORDER_PRODUCT: P_1 | ORDER_QTY: 174
RECEIVER: S_8 | ORDER_PRODUCT: P_2 | ORDER_QTY: 210
RECEIVER: S_8 | ORDER_PRODUCT: P_3 | ORDER_QTY: 394
RECEIVER: S_8 | ORDER_PRODUCT: P_5 | ORDER_QTY: 199
RECEIVER: S_8 | ORDER_PRODUCT: P_6 | ORDER_QTY: 179
RECEIVER: S_8 | ORDER_PRODUCT: P_7 | ORDER_QTY: 282
RECEIVER: S_8 | ORDER_PRODUCT: P_8 | ORDER_QTY: 208
RECEIVER: S_8 | ORDER_PRODUCT: P_10 | ORDER_QTY: 225
RECEIVER: S_8 | ORDER_PRODUCT: P_11 | ORDER_QTY: 252
RECEIVER: S_8 | ORDER_PRODUCT: P_12 | ORDER_QTY: 124
RECEIVER: S_8 | ORDER_PRODUCT: P_13 | ORDER_QTY: 215
RECEIVER: S_8 | ORDER_PRODUCT: P_15 | ORDER_QTY: 325
RECEIVER: S_8 | ORDER_PRODUCT: P_16 | ORDER_QTY: 338
RECEIVER: S_8 | ORDER_PRODUCT: P_17 | ORDER_QTY: 198
RECEIVER: S_8 | ORDER_PRODUCT: P_18 | ORDER_QTY: 176
RECEIVER: S_8 | ORDER_PRODUCT: P_19 | ORDER_QTY: 241
RECEIVER: S_8 | ORDER_PRODUCT: P_21 | ORDER_QTY: 478
RECEIVER: S_8 | ORDER_PRODUCT: P_22 | ORDER_QTY: 509
RECEIVER: S_8 | ORDER_PRODUCT: P_23 | ORDER_QTY: 124
RECEIVER: S_8 | ORDER_PRODUCT: P_24 | ORDER_QTY: 396
RECEIVER: S_8 | ORDER_PRODUCT: P_25 | ORDER_QTY: 395
RECEIVER: S_8 | ORDER_PRODUCT: P_26 | ORDER_QTY: 354
RECEIVER: S_8 | ORDER_PRODUCT: P_27 | ORDER_QTY: 112
RECEIVER: S_8 | ORDER_PRODUCT: P_28 | ORDER_QTY: 215
RECEIVER: S_8 | ORDER_PRODUCT: P_30 | ORDER_QTY: 202
